dataset,lr,dropout_ratio,weight_decay,edge_ratio,K,batch_size,pooling_ratio,id,reward,num_layers
NCI1,0.001,0,0,0.643279428877652,2,256,0.6957608845254215,MlxeB,0.7615571776155717,5
NCI1,0.001,0,0,0.6628206339517403,2,256,0.4779725933006049,SpPqa,0.7201946472019465,5
NCI1,0.001,0,0,0.6703079262564358,2,256,0.4695767505036655,ca1Tf,0.6690997566909975,5
NCI1,0.001,0,0,0.6691628740773893,2,256,0.6724399529085352,IMYae,0.7299270072992701,5
NCI1,0.001,0,0,0.6620358031349489,2,256,0.45897991015975614,lzyOA,0.7104622871046229,5
NCI1,0.001,0,0,0.6830739758148329,2,256,0.48390843059937255,Ji0Kj,0.7153284671532847,5
NCI1,0.001,0,0,0.6631235720655091,2,256,0.4818980139147642,eOFFH,0.6934306569343066,5
NCI1,0.001,0,0,0.6644830046198699,2,256,0.46017802021102067,CEh4F,0.7639902676399026,2
NCI1,0.001,0,0,0.6821107681569587,2,256,0.4573301811014656,ovEVe,0.781021897810219,2
NCI1,0.001,0,0,0.6880309627170733,2,256,0.45514314137955664,CTNOE,0.7956204379562044,2
NCI1,0.001,0,0,0.692208550251014,2,256,0.7345479911847299,lKCSw,0.7858880778588808,5
NCI1,0.001,0,0,0.7020960239248891,2,256,0.7325769822769439,CD6fQ,0.7591240875912408,5
NCI1,0.001,0,0,0.7220679524166921,2,256,0.7516589096321176,iM5tN,0.7737226277372263,5
NCI1,0.001,0,0,0.8732842459587142,2,256,0.7336830543028312,Rhpck,0.7639902676399026,5
NCI1,0.001,0,0,0.6951741529649496,3,256,0.6289277071049204,ZkE3X,0.7712895377128953,5
NCI1,0.001,0,0,0.700730191575026,3,256,0.7263168426853387,epuOT,0.7834549878345499,5
NCI1,0.001,0,0,0.7154530830628638,3,256,0.7271200973579881,jihet,0.8077858880778589,5
NCI1,0.001,0,0,0.696107218585325,3,256,0.7388629406948704,h6X07,0.781021897810219,5
NCI1,0.001,0,0,0.6917563912171112,3,256,0.722123724090487,iHANt,0.7931873479318735,5
NCI1,0.001,0,0,0.7099873628786603,3,256,0.7364351491080717,Ampk0,0.7931873479318735,5
NCI1,0.001,0,0,0.720156965466945,3,256,0.6544351273463422,P1Csq,0.7761557177615572,5
NCI1,0.001,0,0,0.7217907677266031,3,256,0.6324251193017563,ZWj8A,0.7566909975669099,2
NCI1,0.001,0,0,0.7121399134327688,3,256,0.3192694336735895,GdMWH,0.708029197080292,2
NCI1,0.001,0,0,0.7133928318018461,3,256,0.6236716271458957,g73A1,0.7250608272506083,2
NCI1,0.001,0,0,0.7046067275333805,3,256,0.633803798941714,NUtLY,0.7274939172749392,2
NCI1,0.001,0,0,0.8881389276080851,3,256,0.33086652327806637,jF4Dx,0.7128953771289538,2
NCI1,0.001,0,0,0.7112720828020455,3,256,0.6241919233062068,bbf8a,0.7493917274939172,2
NCI1,0.001,0,0,0.7290093505378176,3,256,0.6410002773808198,dJqBp,0.7469586374695864,2
NCI1,0.001,0,0,0.7260742177288548,3,256,0.338710446424258,evB97,0.7591240875912408,2
NCI1,0.001,0,0,0.9125899020468334,3,256,0.34489916408200433,undZ3,0.7055961070559611,2
NCI1,0.001,0,0,0.8894979970930535,3,256,0.3363908151506394,VJLs8,0.7493917274939172,2
NCI1,0.001,0,0,0.8837918108437167,3,256,0.6160955207472353,g1dnK,0.7761557177615572,5
NCI1,0.001,0,0,0.8496043940137815,3,256,0.6306049824959197,dRa5p,0.7931873479318735,5
NCI1,0.001,0,0,0.8803502287559861,3,256,0.6136007175593043,gXXre,0.781021897810219,5
NCI1,0.001,0,0,0.8804536535479208,3,256,0.5453265108076338,C86BM,0.7518248175182481,3
NCI1,0.001,0,0,0.9094982763860131,3,256,0.8105243058948108,EBB66,0.7153284671532847,3
NCI1,0.001,0,0,0.879652644476737,3,256,0.34055439115028896,LFuwT,0.732360097323601,3
NCI1,0.001,0,0,0.8809142678703779,3,256,0.614235588784821,pyB67,0.7615571776155717,3
NCI1,0.001,0,0,0.9071945358370764,3,256,0.545258214554937,cWGjQ,0.7420924574209246,2
NCI1,0.001,0,0,0.874393477863108,3,256,0.5396134034207767,cgKbo,0.7420924574209246,2
NCI1,0.001,0,0,0.8223178275182875,3,256,0.5474615337384003,KDz67,0.781021897810219,3
NCI1,0.001,0,0,0.7964388249708262,3,256,0.5452056925550334,atnOr,0.7615571776155717,3
NCI1,0.001,0,0,0.7965135586740691,3,256,0.5558197483546171,X2ojj,0.7396593673965937,3
NCI1,0.001,0,0,0.740728877620056,3,256,0.5408850564253165,qHJAf,0.7566909975669099,3
NCI1,0.001,0,0,0.803337435537137,3,256,0.5468861493180659,QxlQl,0.7639902676399026,3
NCI1,0.001,0,0,0.7991033230403957,3,256,0.5350334446253471,FudkP,0.7591240875912408,3
NCI1,0.001,0,0,0.5532853169553755,3,256,0.802395443919174,dieOU,0.7664233576642335,3
NCI1,0.001,0,0,0.9957416334385802,3,256,0.5303309852587318,Lf0aU,0.7347931873479319,3
NCI1,0.001,0,0,0.8084448990982838,1,256,0.531667678017558,ZvKnq,0.48661800486618007,3
NCI1,0.001,0,0,0.7879372442851933,1,256,0.5456344967599714,PKbvU,0.5279805352798054,3
NCI1,0.001,0,0,0.799483625410632,1,256,0.5438206436651398,hCZKN,0.5304136253041363,3
NCI1,0.001,0,0,0.7980155622322803,1,256,0.43151867138313393,L1rFT,0.48661800486618007,6
NCI1,0.001,0,0,0.8098515136996685,1,256,0.5957147968272105,hHEew,0.5231143552311436,3
NCI1,0.001,0,0,0.9980632128767806,1,256,0.5975751432006284,RqSiH,0.5231143552311436,6
NCI1,0.001,0,0,0.8264115886556437,1,256,0.6000274590292829,jUPqd,0.5304136253041363,6
NCI1,0.001,0,0,0.9950963782232605,1,256,0.6048950188652938,rHu8T,0.5304136253041363,6
NCI1,0.001,0,0,0.7931313671391299,1,256,0.4212376806838792,JLU7d,0.48661800486618007,6
NCI1,0.001,0,0,0.9968402961973211,1,256,0.4328296135612747,aFxch,0.48661800486618007,6
NCI1,0.001,0,0,0.5456770582505146,1,256,0.5959768047096407,y7AAn,0.5231143552311436,6
NCI1,0.001,0,0,0.5394668933935807,1,256,0.5830719733405382,ru9Xt,0.5206812652068127,6
NCI1,0.001,0,0,0.5448897282372306,4,256,0.594700993378225,ioiEP,0.7177615571776156,6
NCI1,0.001,0,0,0.5389612315080685,4,256,0.5785709566285427,uxpPc,0.7858880778588808,6
NCI1,0.001,0,0,0.5391622634248161,4,256,0.5932685317010304,n06CD,0.7493917274939172,6
NCI1,0.001,0,0,0.5713794832564829,4,256,0.4214042592360717,DJtyD,0.7737226277372263,6
NCI1,0.001,0,0,0.5709352290913723,4,256,0.421838400069634,hS405,0.7469586374695864,6
NCI1,0.001,0,0,0.5491759678128457,4,256,0.5904235495250697,PUCRG,0.7761557177615572,6
NCI1,0.001,0,0,0.5493567886014423,4,256,0.586794558835819,Ycaig,0.7518248175182481,6
NCI1,0.001,0,0,0.543331305529573,4,256,0.3953776034245339,knMOD,0.7128953771289538,6
NCI1,0.001,0,0,0.553119978847592,4,256,0.43821041531029586,RUOxg,0.7566909975669099,6
NCI1,0.001,0,0,0.4939956111675139,4,256,0.5793993015427095,YObCJ,0.7250608272506083,6
NCI1,0.001,0,0,0.5443554058194662,4,256,0.8563958143721038,FZjJ4,0.7615571776155717,6
NCI1,0.001,0,0,0.573892451795844,2,256,0.4086963382893199,IVNF1,0.7566909975669099,6
NCI1,0.001,0,0,0.47541929656853066,4,256,0.8698988954590221,Mh3op,0.7518248175182481,6
NCI1,0.001,0,0,0.457807883200163,4,256,0.8652770259467093,Qx1lD,0.7785888077858881,6
NCI1,0.001,0,0,0.49289830034553356,4,256,0.778349868457088,Q4Pjf,0.7469586374695864,5
NCI1,0.001,0,0,0.7689090692394746,4,256,0.8668332145105399,Em3DA,0.7737226277372263,5
NCI1,0.001,0,0,0.4734678839335711,4,256,0.5761824978747706,aDiHT,0.754257907542579,5
NCI1,0.001,0,0,0.7645267727165542,4,256,0.5753150380521763,F3GTo,0.7518248175182481,5
NCI1,0.001,0,0,0.4711908194075243,4,256,0.573903934054548,MCzel,0.7591240875912408,5
NCI1,0.001,0,0,0.4885565107394947,4,256,0.8527520214848132,ZvoNX,0.7615571776155717,5
NCI1,0.001,0,0,0.7647359437733224,2,256,0.8417764147268577,VdTe1,0.7420924574209246,5
NCI1,0.001,0,0,0.7601473271415775,2,256,0.8602689397943222,ozX9G,0.732360097323601,5
NCI1,0.001,0,0,0.4963717406692071,2,256,0.8644627491589707,B4DYF,0.7664233576642335,5
NCI1,0.001,0,0,0.4844026660540639,2,256,0.7783434046793211,rOfTa,0.781021897810219,5
NCI1,0.001,0,0,0.7677710061095991,2,256,0.777091757971837,VnMN6,0.7688564476885644,5
NCI1,0.001,0,0,0.4662648238747156,2,256,0.6926491044162042,zG5XR,0.7931873479318735,5
NCI1,0.001,0,0,0.5904980124679836,2,256,0.7777049072399127,MFvbb,0.7615571776155717,5
NCI1,0.001,0,0,0.48716157240144164,2,256,0.394439749072726,WL8LC,0.7420924574209246,5
NCI1,0.001,0,0,0.4663332746507195,2,256,0.7795562601723867,lGubV,0.7737226277372263,5
NCI1,0.001,0,0,0.748956082571805,2,256,0.7754984905368991,trYRT,0.7785888077858881,5
NCI1,0.001,0,0,0.9346443440885142,2,256,0.7810809589183094,xgrsE,0.754257907542579,4
NCI1,0.001,0,0,0.6071866231960672,2,256,0.781759276701467,j44Ka,0.7664233576642335,4
NCI1,0.001,0,0,0.6067352232844577,2,256,0.6903315330466132,TnRMc,0.7591240875912408,2
NCI1,0.001,0,0,0.43053372033448756,2,256,0.6861405217469649,c2UxP,0.7445255474452555,4
NCI1,0.001,0,0,0.941082289664454,2,256,0.2577945977707863,OlKMh,0.7201946472019465,4
NCI1,0.001,0,0,0.9488440936032339,2,256,0.6959330116895164,tny2R,0.7639902676399026,2
NCI1,0.001,0,0,0.615634834060932,2,256,0.7013098419074123,PMtii,0.7566909975669099,2
NCI1,0.001,0,0,0.7452106868622922,2,256,0.69848782765795,teD3u,0.7615571776155717,2
NCI1,0.001,0,0,0.9468572612503292,2,256,0.6804558727866528,EdZHN,0.7785888077858881,2
NCI1,0.001,0,0,0.20157838716337861,2,256,0.21466568093960708,vwbf7,0.7250608272506083,4
NCI1,0.001,0,0,0.8508959001727602,2,256,0.35979601957431734,kGhyB,0.7299270072992701,4
NCI1,0.001,0,0,0.33452207303781306,2,256,0.1902903147319479,shND8,0.7299270072992701,4
NCI1,0.001,0,0,0.8550149134016096,2,256,0.8345637278646649,adnD0,0.7761557177615572,4
NCI1,0.001,0,0,0.8476849660787157,2,256,0.2646564944028721,vYDAe,0.7299270072992701,4
NCI1,0.001,0,0,0.20109788454683153,3,256,0.8274134359309113,NkXQ8,0.781021897810219,4
NCI1,0.001,0,0,0.2126426327219973,3,256,0.20697658480473344,eusBz,0.6885644768856448,4
NCI1,0.001,0,0,0.3959698489601498,3,256,0.36924752355006635,juKI0,0.7396593673965937,2
NCI1,0.001,0,0,0.8432764503680361,3,256,0.26728552100256525,vuzYk,0.7566909975669099,4
NCI1,0.001,0,0,0.853099185988256,3,256,0.2184534120255641,QYS3n,0.7299270072992701,4
NCI1,0.001,0,0,0.4504221746217497,3,256,0.20762523317472198,VuEOu,0.7372262773722628,4
NCI1,0.001,0,0,0.8563410028153559,3,256,0.2353633361817237,cldob,0.7153284671532847,4
NCI1,0.001,0,0,0.8520355950724492,3,256,0.3603300863602433,zerhW,0.7591240875912408,2
NCI1,0.001,0,0,0.332664315169174,3,256,0.8226669756291769,n1Ep0,0.7396593673965937,2
NCI1,0.001,0,0,0.8434342691077628,3,256,0.35560494725821395,qLhGp,0.7396593673965937,2
NCI1,0.001,0,0,0.3579901380752525,3,256,0.19481030280886308,SbNms,0.7372262773722628,2
NCI1,0.001,0,0,0.8514387380347563,3,256,0.1881816421313217,ZlOKG,0.7688564476885644,2
NCI1,0.001,0,0,0.8541979337613518,3,256,0.19974584099643744,wDFrc,0.754257907542579,2
NCI1,0.001,0,0,0.8613331564809009,3,256,0.660184939675657,j638M,0.7737226277372263,2
NCI1,0.001,0,0,0.851142550057479,3,256,0.5086911486828877,dbqHr,0.7372262773722628,2
NCI1,0.001,0,0,0.8569776376046179,3,256,0.5105632383033475,DzuJ9,0.7785888077858881,5
NCI1,0.001,0,0,0.8536462029803489,3,256,0.6565707936272178,roWrl,0.7615571776155717,5
NCI1,0.001,0,0,0.8527765701609632,3,256,0.6522252430292479,mqvhI,0.7518248175182481,5
NCI1,0.001,0,0,0.6866724045564387,3,256,0.5013651687305131,fpXH3,0.7761557177615572,5
NCI1,0.001,0,0,0.6522776696043748,3,256,0.7147598836033955,cdVgp,0.7639902676399026,5
NCI1,0.001,0,0,0.6728847920189521,3,256,0.6658329910991259,BcvYN,0.7956204379562044,5
NCI1,0.001,0,0,0.6774409640931649,3,256,0.6574744029289706,NkNoK,0.8004866180048662,5
NCI1,0.001,0,0,0.6270485377841899,3,256,0.6565113481100282,L2BBs,0.7737226277372263,5
NCI1,0.001,0,0,0.672351142020252,3,256,0.6525080711921749,yJM0F,0.7591240875912408,5
NCI1,0.001,0,0,0.6813828793201936,3,256,0.6588476577578326,q4u73,0.7785888077858881,5
NCI1,0.001,0,0,0.6762926217711932,3,256,0.6571846732335198,htRjI,0.7883211678832117,5
NCI1,0.001,0,0,0.5120418297366156,3,256,0.6562583907071604,ibfck,0.7639902676399026,5
NCI1,0.001,0,0,0.40065196736857567,3,256,0.6478229494779022,fUVDR,0.7591240875912408,5
NCI1,0.001,0,0,0.6782603974273342,3,256,0.6590009587940144,Wwl4C,0.7931873479318735,5
NCI1,0.001,0,0,0.6797510814902097,3,256,0.5012546974688254,xrkru,0.8004866180048662,5
NCI1,0.001,0,0,0.9222739292694447,3,256,0.4966542931527452,QkdvQ,0.7396593673965937,5
NCI1,0.001,0,0,0.9670769755062747,3,256,0.5119887349149381,jB5qE,0.7737226277372263,5
NCI1,0.001,0,0,0.6828747705313712,3,256,0.7213982591889105,zZggU,0.7956204379562044,5
NCI1,0.001,0,0,0.6779698270831236,3,256,0.7174218302474789,HKw3q,0.7761557177615572,5
NCI1,0.001,0,0,0.6253380190068245,3,256,0.7171919806330858,H3rdU,0.7834549878345499,5
NCI1,0.001,0,0,0.627568904326545,3,256,0.2967652128173268,sh8Jw,0.7299270072992701,5
NCI1,0.001,0,0,0.9185903999814169,3,256,0.45005519226269974,tNMjZ,0.7688564476885644,5
NCI1,0.001,0,0,0.6276715942109462,3,256,0.7157258252696372,ZeIQ9,0.7858880778588808,5
NCI1,0.001,0,0,0.9183779231865095,3,256,0.3018640514486006,gMjLG,0.7347931873479319,5
NCI1,0.001,0,0,0.6258323093180902,3,256,0.7166887755698867,MHfqj,0.7931873479318735,5
NCI1,0.001,0,0,0.6285539539260887,3,256,0.7471089349193423,iivNn,0.8150851581508516,5
NCI1,0.001,0,0,0.7323651440618653,3,256,0.44913060433686275,YKggT,0.7615571776155717,5
NCI1,0.001,0,0,0.970253034820242,3,256,0.7507647566062519,QKKnB,0.7469586374695864,5
NCI1,0.001,0,0,0.5178195321219538,3,256,0.8072494143869244,yEl8F,0.754257907542579,5
NCI1,0.001,0,0,0.5144173141559776,3,256,0.7453225385720724,AqETf,0.7907542579075426,5
NCI1,0.001,0,0,0.5126868886830998,1,256,0.5230935099547955,IxrWz,0.5231143552311436,5
NCI1,0.001,0,0,0.737740395279457,1,256,0.5204758766075873,UDAle,0.5231143552311436,5
NCI1,0.001,0,0,0.7329964004966278,3,256,0.4414568988356583,QG9ln,0.732360097323601,5
NCI1,0.001,0,0,0.5907522268026267,3,256,0.7571449749797851,EBW90,0.7712895377128953,5
NCI1,0.001,0,0,0.5917309257373923,3,256,0.7563064287621218,vGDix,0.7420924574209246,5
NCI1,0.001,0,0,0.5911550853871386,3,256,0.7472370143192755,NXhNX,0.7761557177615572,5
NCI1,0.001,0,0,0.8222651992618939,3,256,0.7526549583955118,Yk8Vp,0.7907542579075426,5
NCI1,0.001,0,0,0.5910789883481522,3,256,0.4563842955894009,vsxND,0.7737226277372263,5
NCI1,0.001,0,0,0.7340658261933912,3,256,0.5633512117289159,ZWTds,0.7639902676399026,5
NCI1,0.001,0,0,0.7353772276449536,3,256,0.45150652817195086,SgXzW,0.7445255474452555,5
NCI1,0.001,0,0,0.8221331659663741,1,256,0.5603087660874293,gWPX4,0.5279805352798054,5
NCI1,0.001,0,0,0.8208656908467115,3,256,0.4696201646405989,vQpzq,0.7615571776155717,5
NCI1,0.001,0,0,0.8203115345517912,3,256,0.4884513365809282,zy0an,0.754257907542579,5
NCI1,0.001,0,0,0.7369404096962612,3,256,0.5606441921574343,yP8fC,0.7664233576642335,5
NCI1,0.001,0,0,0.7328133561340527,3,256,0.7552037495408762,CbfA2,0.7372262773722628,5
NCI1,0.001,0,0,0.5908242555576529,3,256,0.7525719406534925,h83wE,0.754257907542579,5
NCI1,0.001,0,0,0.8222652081593027,1,256,0.7537937948834896,mjP7r,0.5523114355231143,5
NCI1,0.001,0,0,0.8263163430058922,1,256,0.5597694784430391,agvoa,0.5279805352798054,5
NCI1,0.001,0,0,0.8232416623291607,1,256,0.6158775923947475,CW8ml,0.5206812652068127,5
NCI1,0.001,0,0,0.7862373510971645,1,256,0.5603091226812658,SvznZ,0.5279805352798054,3
NCI1,0.001,0,0,0.8206197819085508,1,256,0.1450286610556315,Md8UH,0.51338199513382,3
NCI1,0.001,0,0,0.824574365582555,1,256,0.5607183760441303,I7Prd,0.5279805352798054,3
NCI1,0.001,0,0,0.8196648961142191,1,256,0.5628956085677823,TP8nR,0.5304136253041363,3
NCI1,0.001,0,0,0.8200789469865788,1,256,0.8865942157165994,YpVUD,0.5888077858880778,3
NCI1,0.001,0,0,0.819424891411203,1,256,0.5645159024248778,nT8ka,0.5304136253041363,3
NCI1,0.001,0,0,0.6572986226496053,1,256,0.8933832119396078,hAaKv,0.5644768856447688,3
NCI1,0.001,0,0,0.7482657842960059,1,256,0.8149894433251794,uDnHp,0.5352798053527981,3
NCI1,0.001,0,0,0.6440471216685782,3,256,0.7955668606397788,LrKqf,0.7785888077858881,5
NCI1,0.001,0,0,0.6560083506217144,3,256,0.8880013294932667,fmnLd,0.7883211678832117,5
NCI1,0.001,0,0,0.6549787518985115,3,256,0.8000897172387136,pCUAg,0.781021897810219,5
NCI1,0.001,0,0,0.7789201161287123,3,256,0.8882684721182725,BO4Wf,0.7639902676399026,5
NCI1,0.001,0,0,0.5704600541292243,3,256,0.8987391674618307,aZ6BK,0.754257907542579,5
NCI1,0.001,0,0,0.6542598311039515,3,256,0.8929074759668791,winVv,0.732360097323601,5
NCI1,0.001,0,0,0.6543062788537073,3,256,0.8147632118241817,Ps4Gr,0.754257907542579,5
NCI1,0.001,0,0,0.7037905447278088,3,256,0.6277259267220743,sbGq1,0.7834549878345499,5
NCI1,0.001,0,0,0.6458798786096958,3,256,0.624336092966232,t3IwZ,0.7761557177615572,5
NCI1,0.001,0,0,0.6499694308927418,3,256,0.8872794337879577,OGEgM,0.781021897810219,5
NCI1,0.001,0,0,0.6492155139865767,3,256,0.8791701398618605,TMamE,0.7469586374695864,5
NCI1,0.001,0,0,0.6550766179277808,3,256,0.8825697375692565,RSBjT,0.7469586374695864,5
NCI1,0.001,0,0,0.6488695299164577,3,256,0.8037466909571831,CDtZV,0.7493917274939172,5
NCI1,0.001,0,0,0.5691723157135329,3,256,0.6285079221246245,WwiOL,0.7615571776155717,5
NCI1,0.001,0,0,0.6543248268751521,3,256,0.6298756998262278,TuVMy,0.7639902676399026,5
NCI1,0.001,0,0,0.6561123935183979,3,256,0.7952056402585299,TOHjn,0.7956204379562044,5
NCI1,0.001,0,0,0.6509988141155181,3,256,0.8039715727783696,XZ2O8,0.7615571776155717,5
NCI1,0.001,0,0,0.654958348868814,3,256,0.6290264755577253,DFCJB,0.7858880778588808,5
NCI1,0.001,0,0,0.7787413990201336,3,256,0.6794278163527652,otrXy,0.7737226277372263,5
NCI1,0.001,0,0,0.5698307893025396,3,256,0.6313897886362336,llRKL,0.7785888077858881,5
NCI1,0.001,0,0,0.7008859114541234,4,256,0.6779022524016151,vTohQ,0.7761557177615572,5
NCI1,0.001,0,0,0.7098435773229776,4,256,0.6373010022426671,HamtA,0.7785888077858881,5
NCI1,0.001,0,0,0.6989389190021738,4,256,0.6356829864396173,sgC6F,0.7712895377128953,5
NCI1,0.001,0,0,0.7154291052972075,4,256,0.6800665750748205,WVhT6,0.7858880778588808,5
NCI1,0.001,0,0,0.5709123500209239,4,256,0.6775273131676602,pKgAx,0.7980535279805353,5
NCI1,0.001,0,0,0.7058540656756376,4,256,0.6751453093831877,BDtcZ,0.7883211678832117,5
NCI1,0.001,0,0,0.7040321318954363,3,256,0.632026586137314,SwnMZ,0.805352798053528,5
NCI1,0.001,0,0,0.7125440587507974,4,256,0.37608359436154654,DEwqk,0.7761557177615572,4
NCI1,0.001,0,0,0.77884743439366,4,256,0.3812060223446694,OxhLx,0.781021897810219,6
NCI1,0.001,0,0,0.7135868748517057,4,256,0.3903839700450998,iOqYg,0.7445255474452555,6
NCI1,0.001,0,0,0.7129406935824018,4,256,0.6792947000403637,NWeIB,0.7688564476885644,6
NCI1,0.001,0,0,0.8984714584708008,4,256,0.3261994517765804,tX5sr,0.732360097323601,6
NCI1,0.001,0,0,0.7056589385640755,4,256,0.4774091738707606,SKkrQ,0.7664233576642335,6
NCI1,0.001,0,0,0.7129790253836009,4,256,0.7332219384732573,eRHRq,0.7931873479318735,6
NCI1,0.001,0,0,0.6106750239548082,4,256,0.39040897470108404,Yxzx4,0.7493917274939172,6
NCI1,0.001,0,0,0.7119835481531003,4,256,0.7302779829659601,ocRAo,0.7591240875912408,6
NCI1,0.001,0,0,0.6109468041803254,4,256,0.8421759357782268,HyVot,0.7712895377128953,6
NCI1,0.001,0,0,0.6088813145490402,4,256,0.844278424501599,YkiKZ,0.7785888077858881,6
NCI1,0.001,0,0,0.7157734140956753,4,256,0.4003452363742777,J6pdS,0.7761557177615572,6
NCI1,0.001,0,0,0.7826254642591508,4,256,0.3143440946271291,yC1LZ,0.7469586374695864,6
NCI1,0.001,0,0,0.7831277414303366,4,256,0.8390520524412128,QZFl2,0.7615571776155717,6
NCI1,0.001,0,0,0.41109148359240405,3,256,0.7313354701509892,T6Tb4,0.7177615571776156,6
NCI1,0.001,0,0,0.7599646260272898,3,256,0.38187304013374124,XGZX0,0.7226277372262774,6
