reward,edge_ratio,num_layers,lr,batch_size,K,weight_decay,pooling_ratio,dataset,dropout_ratio,id
0.6551724137931034,0.48658836217360457,4,0.001,256,2,0,0.2517543137605825,Mutagenicity,0,BD5N2
0.6689655172413793,0.3019879698814272,4,0.001,256,2,0,0.3255818043000282,Mutagenicity,0,TnnjK
0.6574712643678161,0.29547193490320917,4,0.001,256,2,0,0.38608767486143875,Mutagenicity,0,UyPrI
0.6873563218390805,0.6296491700572506,4,0.001,256,2,0,0.26738527124405664,Mutagenicity,0,A7biK
0.6689655172413793,0.6336604311162253,4,0.001,256,2,0,0.2535159664627329,Mutagenicity,0,zP03H
0.6482758620689655,0.6278105928670513,4,0.001,256,2,0,0.24986448956631963,Mutagenicity,0,miTcI
0.664367816091954,0.618210250949824,4,0.001,256,2,0,0.24921526859239831,Mutagenicity,0,E8SKN
0.6482758620689655,0.6331540495266221,4,0.001,256,2,0,0.24974417780675107,Mutagenicity,0,o8Bfr
0.6459770114942529,0.6242921878408058,4,0.001,256,2,0,0.2830616275617879,Mutagenicity,0,I8qYY
0.6666666666666666,0.6437305826284906,4,0.001,256,2,0,0.38357925776981533,Mutagenicity,0,rhiYB
0.6758620689655173,0.6499344966858298,4,0.001,256,2,0,0.3443393044792933,Mutagenicity,0,nFusz
0.664367816091954,0.6221897173004365,4,0.001,256,2,0,0.39391878538375324,Mutagenicity,0,WOw8P
0.6850574712643678,0.6346530926692775,4,0.001,256,2,0,0.39520372269656345,Mutagenicity,0,iDXdj
0.6919540229885057,0.6163114293197894,4,0.001,256,2,0,0.3849794404175459,Mutagenicity,0,oGZLS
0.6781609195402298,0.6669754540327486,4,0.001,256,2,0,0.3900401182341596,Mutagenicity,0,caVS9
0.6666666666666666,0.6574899665349441,4,0.001,256,2,0,0.39221145911681543,Mutagenicity,0,zMWfK
0.6666666666666666,0.9275809620078819,4,0.001,256,2,0,0.3472649291311952,Mutagenicity,0,rS4TI
0.6850574712643678,0.629843025205122,4,0.001,256,2,0,0.3832218026778178,Mutagenicity,0,K4qBo
0.6781609195402298,0.3705448005099534,4,0.001,256,2,0,0.3825117276913355,Mutagenicity,0,zL1Bf
0.6827586206896552,0.6198009428479874,4,0.001,256,2,0,0.386475858183307,Mutagenicity,0,AatUA
0.7816091954022989,0.6172027666371885,5,0.001,256,2,0,0.38242171655704105,Mutagenicity,0,cy6jc
0.8045977011494253,0.9324438346898396,5,0.001,256,2,0,0.3941562399015361,Mutagenicity,0,PNkjD
0.8068965517241379,0.9323513037561831,5,0.001,256,2,0,0.3841916740537015,Mutagenicity,0,MttfW
0.7885057471264367,0.3729818597887895,5,0.001,256,2,0,0.39112003575553117,Mutagenicity,0,Bjy8Q
0.8022988505747126,0.4972967048493271,5,0.001,256,2,0,0.3852649537299294,Mutagenicity,0,fkLM4
0.7103448275862069,0.6818698853494712,5,0.001,256,1,0,0.6641865082037366,Mutagenicity,0,rZTe5
0.6275862068965518,0.9011548718503731,5,0.001,256,1,0,0.3454733240977883,Mutagenicity,0,UnzOQ
0.6344827586206897,0.6667363099583961,5,0.001,256,1,0,0.35312675246241826,Mutagenicity,0,ouivo
0.6252873563218391,0.9250851600835341,5,0.001,256,1,0,0.34328122677396633,Mutagenicity,0,KQP0d
0.6344827586206897,0.6742566182669513,5,0.001,256,1,0,0.35447660957474036,Mutagenicity,0,dZhib
0.7011494252873564,0.3721462478232979,5,0.001,256,1,0,0.6519643455097061,Mutagenicity,0,wifXh
0.6666666666666666,0.8617118493734272,5,0.001,256,1,0,0.41550942567591115,Mutagenicity,0,w4GPq
0.7195402298850575,0.9395944451609555,2,0.001,256,1,0,0.6683709007405924,Mutagenicity,0,K0TWp
0.5632183908045977,0.9118305829187462,5,0.001,256,1,0,0.16344462467401666,Mutagenicity,0,PXDSV
0.7218390804597701,0.37381880751605584,5,0.001,256,1,0,0.678660629039813,Mutagenicity,0,bQutb
0.8,0.33228514382970165,2,0.001,256,3,0,0.2958128395074183,Mutagenicity,0,Y24Id
0.7931034482758621,0.35636669518044173,2,0.001,256,3,0,0.16473678075301346,Mutagenicity,0,A9dwO
0.8022988505747126,0.36018872000414537,2,0.001,256,3,0,0.6712454349480237,Mutagenicity,0,oCIzf
0.7770114942528735,0.3562934638214116,2,0.001,256,3,0,0.18067151945820764,Mutagenicity,0,yiPGF
0.7862068965517242,0.8296087624942137,2,0.001,256,3,0,0.18791666713968458,Mutagenicity,0,zSTzO
0.7655172413793103,0.37437472601740707,2,0.001,256,3,0,0.17328300518777928,Mutagenicity,0,v7Q80
0.8091954022988506,0.35483892359501795,2,0.001,256,3,0,0.651278675828197,Mutagenicity,0,V2Hh3
0.8206896551724138,0.24327529538038153,2,0.001,256,3,0,0.6686613692682996,Mutagenicity,0,zZxoy
0.8045977011494253,0.36816110101855654,2,0.001,256,3,0,0.17377350636316818,Mutagenicity,0,SzYk8
0.7931034482758621,0.5112461131869208,2,0.001,256,3,0,0.17506136893813823,Mutagenicity,0,fUjqb
0.7908045977011494,0.37152463181544804,2,0.001,256,3,0,0.1720175575587493,Mutagenicity,0,kOlJk
0.8344827586206897,0.3566558150094852,2,0.001,256,3,0,0.6826848892759958,Mutagenicity,0,w8pbK
0.8114942528735632,0.2385795575300917,2,0.001,256,3,0,0.6744718213137129,Mutagenicity,0,PNJ2w
0.7770114942528735,0.5176054674647137,2,0.001,256,3,0,0.1757424380841588,Mutagenicity,0,cNXxf
0.8022988505747126,0.2523598203663793,2,0.001,256,3,0,0.16423001994052044,Mutagenicity,0,FuO2y
0.8160919540229885,0.24380148257102546,2,0.001,256,2,0,0.3035106553204997,Mutagenicity,0,IM1et
0.7908045977011494,0.6995516803845281,2,0.001,256,3,0,0.20604205946748427,Mutagenicity,0,DUPJo
0.8390804597701149,0.8254764987776615,2,0.001,256,3,0,0.43232960649893326,Mutagenicity,0,jlCpr
0.8298850574712644,0.6977375141305037,2,0.001,256,3,0,0.4337521611852873,Mutagenicity,0,SUNDM
0.8,0.7628031858849758,2,0.001,256,3,0,0.2041163388392724,Mutagenicity,0,zkFWu
0.8229885057471265,0.24899028175569438,2,0.001,256,2,0,0.5869879209586631,Mutagenicity,0,WefDa
0.8298850574712644,0.6960861726084345,2,0.001,256,2,0,0.4400814460151957,Mutagenicity,0,A3SrI
0.825287356321839,0.2436837072590349,2,0.001,256,2,0,0.5803612802820379,Mutagenicity,0,HrgmA
0.8183908045977012,0.2587309113236274,2,0.001,256,2,0,0.20824644384123803,Mutagenicity,0,BGS3c
0.6873563218390805,0.5202641214340573,6,0.001,256,2,0,0.43203475214990583,Mutagenicity,0,PkeH5
0.7264367816091954,0.5837817036574505,6,0.001,256,2,0,0.43729776523019065,Mutagenicity,0,rUaI2
0.7494252873563219,0.766683870143296,6,0.001,256,2,0,0.5837136286358243,Mutagenicity,0,zyTxi
0.7494252873563219,0.7629266100782834,6,0.001,256,2,0,0.7425167244507873,Mutagenicity,0,fR2z8
0.7011494252873564,0.7598542041162434,6,0.001,256,2,0,0.43810654720392306,Mutagenicity,0,rd5W9
0.8137931034482758,0.6920175215860275,2,0.001,256,2,0,0.2098538851887451,Mutagenicity,0,SE10b
