batch_size,lr,K,num_layers,dropout_ratio,reward,id,dataset,weight_decay,pooling_ratio,edge_ratio
256,0.001,2,6,0,0.7815126050420168,hZzL9,DD,0,0.19865770996798465,0.34201591636624745
256,0.001,2,4,0,0.8235294117647058,HjLpz,DD,0,0.4015844426280441,0.33529623810665576
256,0.001,2,4,0,0.773109243697479,X7f29,DD,0,0.21297284766740038,0.33582635439946756
256,0.001,3,5,0,0.7563025210084033,afqxe,DD,0,0.21586435965499318,0.5631231944068749
256,0.001,3,5,0,0.8487394957983193,cOXdA,DD,0,0.5438699886606957,0.3304160520380046
256,0.001,3,5,0,0.7815126050420168,AeaBe,DD,0,0.6627798820318118,0.6668361820024482
256,0.001,3,5,0,0.7899159663865546,NLLua,DD,0,0.6653188142120146,0.5582682210224441
256,0.001,3,2,0,0.7815126050420168,t32LP,DD,0,0.5502953092177199,0.5507662770017421
256,0.001,3,2,0,0.7647058823529411,iXePD,DD,0,0.555306199452409,0.8724788284882867
256,0.001,3,2,0,0.7647058823529411,aDapW,DD,0,0.65724377058962,0.3212973600060173
256,0.001,3,2,0,0.7647058823529411,c367Z,DD,0,0.6652467163137384,0.3289668154739516
256,0.001,3,2,0,0.7899159663865546,t1syq,DD,0,0.5473360793171983,0.3372607734381675
256,0.001,3,2,0,0.7815126050420168,a0N00,DD,0,0.5541976065477309,0.550725540535365
256,0.001,3,2,0,0.7394957983193278,LW8qH,DD,0,0.5423138104334613,0.5447561689064523
256,0.001,3,2,0,0.8151260504201681,e6t37,DD,0,0.1783231022337673,0.8321691334022705
256,0.001,3,2,0,0.7899159663865546,hoxfB,DD,0,0.538572139371607,0.8419677598197305
256,0.001,3,2,0,0.7647058823529411,Nea9w,DD,0,0.5442131345538846,0.5467002108860761
256,0.001,3,2,0,0.7815126050420168,JbDSX,DD,0,0.5533212407392558,0.8318645741234398
256,0.001,3,2,0,0.773109243697479,mLwqY,DD,0,0.5595746030364342,0.8349796786338286
256,0.001,3,2,0,0.7815126050420168,t0Vg4,DD,0,0.5440848401004381,0.863429505358887
256,0.001,3,2,0,0.773109243697479,o5AdV,DD,0,0.5633169396839244,0.853392750657057
256,0.001,3,2,0,0.7815126050420168,jMOSC,DD,0,0.5395495677391664,0.8784636349118832
256,0.001,3,2,0,0.7647058823529411,Cc2F7,DD,0,0.5660064503553759,0.8606296205180545
256,0.001,2,4,0,0.7899159663865546,yl4eB,DD,0,0.5510475461727009,0.8428231154133029
256,0.001,2,4,0,0.7899159663865546,JsQRq,DD,0,0.5702488284023579,0.5340945633684748
256,0.001,2,2,0,0.7478991596638656,mEVL7,DD,0,0.542384737940308,0.5454640066753222
256,0.001,3,2,0,0.7899159663865546,P22ba,DD,0,0.5525668658690297,0.4140598402957887
256,0.001,2,2,0,0.7394957983193278,EQ3Mw,DD,0,0.5487339790717932,0.5419870989725675
256,0.001,2,4,0,0.7983193277310925,iGdjX,DD,0,0.5652450603840582,0.21527174099070423
256,0.001,2,4,0,0.8067226890756303,yQmZM,DD,0,0.4959165345933461,0.2070379767055233
256,0.001,2,4,0,0.8235294117647058,WQAtY,DD,0,0.5641067156555488,0.21594967873402704
256,0.001,2,4,0,0.7563025210084033,m9vm9,DD,0,0.5089210591007827,0.21904356161437719
