K,pooling_ratio,edge_ratio,reward,id,dataset,lr,dropout_ratio,num_layers,batch_size,weight_decay
2,0.32854681648278355,0.8817124927540448,0.8035714285714286,vkEqE,PROTEINS,0.001,0.612294338187139,5,64,0.0001
2,0.3006172476534465,0.8506679659708497,0.8303571428571429,rxffr,PROTEINS,0.001,0.613688498005142,5,64,0.0001
2,0.3020836040657837,0.8824687397243293,0.7946428571428571,ZevQ4,PROTEINS,0.001,0.5106600640433845,5,64,0.0001
2,0.10677953424940781,0.8807738519466543,0.7946428571428571,D272h,PROTEINS,0.001,0.3794050894040437,5,64,0.0001
2,0.10284537849345923,0.8833491002610544,0.7589285714285714,tBGSo,PROTEINS,0.001,0.338626193205529,2,64,0.0001
1,0.10191048115962603,0.7088216037662352,0.8125,SZpwJ,PROTEINS,0.001,0.6098272396914026,2,64,0.0001
1,0.3377620063082208,0.8454746174633326,0.7410714285714286,QBeH5,PROTEINS,0.001,0.33510218812748,2,64,0.0001
1,0.6688311390160113,0.9180809994294972,0.7678571428571429,J1Xrc,PROTEINS,0.001,0.6035941028561901,2,64,0.0001
1,0.42400298940375236,0.7245001991016793,0.7410714285714286,QKfGH,PROTEINS,0.001,0.37421750399906367,2,64,0.0001
1,0.3313252490510078,0.7300415945942725,0.7321428571428571,MC6jq,PROTEINS,0.001,0.37979602610813595,3,64,0.0001
1,0.7604448488980493,0.7099547764954239,0.8303571428571429,UnpHf,PROTEINS,0.001,0.38231560396294834,2,64,0.0001
1,0.6252220956276616,0.7204448829853758,0.7678571428571429,k26u0,PROTEINS,0.001,0.38663746690726214,2,64,0.0001
1,0.42916421450580344,0.7863822895141517,0.8482142857142857,YbH9C,PROTEINS,0.001,0.5097423045363069,2,64,0.0001
1,0.4254690554568088,0.7057484358697237,0.75,m4APx,PROTEINS,0.001,0.33369648416156467,2,64,0.0001
1,0.3449686371218902,0.5982616383508647,0.8035714285714286,FpJ5b,PROTEINS,0.001,0.5056724786633566,2,64,0.0001
1,0.7482408176856845,0.6536963734480913,0.7946428571428571,HhVDj,PROTEINS,0.001,0.38790103571069035,2,64,0.0001
1,0.32666682664466173,0.6237963038101211,0.7053571428571429,EbQp3,PROTEINS,0.001,0.3390681394340489,2,64,0.0001
1,0.617857145533826,0.7298287565280045,0.7678571428571429,y7FsJ,PROTEINS,0.001,0.6666960778535777,2,64,0.0001
1,0.7452903973401345,0.6303602943217117,0.8214285714285714,yncOj,PROTEINS,0.001,0.5092588906167647,2,64,0.0001
1,0.48459864176389456,0.6223302127368879,0.8392857142857143,kBSGW,PROTEINS,0.001,0.679071672584266,2,64,0.0001
1,0.48836374452341863,0.5497352046417638,0.7410714285714286,xAtLd,PROTEINS,0.001,0.4995975715912432,2,64,0.0001
1,0.3435841199522409,0.6513525966669387,0.8125,kqKZH,PROTEINS,0.001,0.5098158071889605,2,64,0.0001
1,0.6176422940305324,0.7852512736452905,0.7857142857142857,zHNhi,PROTEINS,0.001,0.33112260249570985,2,64,0.0001
1,0.35711921965269383,0.5999046542332267,0.8214285714285714,XG6Yh,PROTEINS,0.001,0.38822159261502354,2,64,0.0001
1,0.3420173634391342,0.6505032730908245,0.8125,maYLy,PROTEINS,0.001,0.692014023127453,2,64,0.0001
3,0.3512129905738759,0.6291624564075685,0.8214285714285714,lAz17,PROTEINS,0.001,0.6722460713404617,4,64,0.0001
3,0.34671603681033364,0.6290329456901667,0.8571428571428571,ZguBv,PROTEINS,0.001,0.5239144964229329,4,64,0.0001
3,0.32735259637030006,0.6327974097598066,0.7946428571428571,AEj4F,PROTEINS,0.001,0.6898855369575867,4,64,0.0001
3,0.37200715898982756,0.6530802982742725,0.8125,le6QT,PROTEINS,0.001,0.442753591500986,4,64,0.0001
3,0.34253586882817433,0.7893151408053456,0.8482142857142857,TtUn0,PROTEINS,0.001,0.6875995602848776,4,64,0.0001
3,0.32536839208649443,0.7868076660505643,0.8571428571428571,OgXFI,PROTEINS,0.001,0.5464968859536709,4,64,0.0001
3,0.34012284856000813,0.6545096828408765,0.8214285714285714,Q3UCx,PROTEINS,0.001,0.6733695818644958,4,64,0.0001
3,0.32904504905045,0.6021867139021934,0.8482142857142857,WQSFa,PROTEINS,0.001,0.5343305154310847,4,64,0.0001
3,0.34613278523234814,0.9078550337291158,0.8125,Yf7zf,PROTEINS,0.001,0.673650031127273,4,64,0.0001
3,0.33337851907506144,0.9488436809870249,0.8482142857142857,bE2ET,PROTEINS,0.001,0.5011278023838464,4,64,0.0001
3,0.3340452976087237,0.6257646989549284,0.8660714285714286,nQxmp,PROTEINS,0.001,0.5119892646535255,5,64,0.0001
3,0.34882045273796924,0.788393279240357,0.8125,dmPkz,PROTEINS,0.001,0.688452241639602,5,64,0.0001
3,0.32623800663784147,0.787927655569175,0.8303571428571429,nNdkJ,PROTEINS,0.001,0.6764546381526647,4,64,0.0001
3,0.3238499219474885,0.6521670572087767,0.8035714285714286,aPoy8,PROTEINS,0.001,0.5141276056507873,4,64,0.0001
3,0.23811566233390152,0.6521616723201222,0.875,jjNvW,PROTEINS,0.001,0.510064627745771,4,64,0.0001
3,0.34710470195216225,0.7807356001567328,0.8571428571428571,PLduY,PROTEINS,0.001,0.6601526663583499,4,64,0.0001
3,0.3593577202661646,0.6234574804259263,0.8660714285714286,HhipW,PROTEINS,0.001,0.3806203079287783,4,64,0.0001
3,0.3535742067467216,0.9118807434623691,0.7767857142857143,uhCfI,PROTEINS,0.001,0.138279880814555,4,64,0.0001
3,0.3432047018790664,0.9452859653290746,0.7946428571428571,rJkT3,PROTEINS,0.001,0.6933553624992941,4,64,0.0001
3,0.48428737913169817,0.6300208564409567,0.8482142857142857,QyP7C,PROTEINS,0.001,0.5587720286098417,4,64,0.0001
3,0.23185820832155418,0.5129949773605791,0.7678571428571429,RPfU7,PROTEINS,0.001,0.20951920725684725,3,64,0
3,0.2330020431136956,0.5567472407001756,0.8571428571428571,wLVYQ,PROTEINS,0.001,0.27948524734848335,3,64,0
3,0.24438309841965888,0.5569351570971771,0.8035714285714286,dh3Ya,PROTEINS,0.001,0.21102452461883392,3,64,0
3,0.260049052157655,0.5116201751765062,0.8125,f778Q,PROTEINS,0.001,0.20622034508058612,3,64,0
3,0.2604373390634783,0.6024027106138823,0.7678571428571429,GULDO,PROTEINS,0.001,0.20578842564141958,3,64,0
3,0.2600148167462394,0.514061124218182,0.875,b2oq4,PROTEINS,0.001,0.44490152965035806,3,64,0
3,0.2409460659247192,0.6047030378292532,0.7857142857142857,R8Vhl,PROTEINS,0.001,0.2102195008370069,3,64,0
3,0.2275845723275775,0.9474489455063324,0.7857142857142857,pvo8W,PROTEINS,0.001,0.21223917286708038,3,64,0
3,0.24357727065030285,0.51421859579005,0.8392857142857143,ogP2k,PROTEINS,0.001,0.5550600758146749,3,64,0
3,0.25206983626605717,0.5104347804003234,0.8303571428571429,Jmv9P,PROTEINS,0.001,0.448473971890335,3,64,0
3,0.2603223514127702,0.9047506344435959,0.7946428571428571,khj7k,PROTEINS,0.001,0.21007166894552592,3,64,0
3,0.25668897149837777,0.9454939565210534,0.8035714285714286,yLng3,PROTEINS,0.001,0.2802526829713311,3,64,0
3,0.2327309441886385,0.5551921131659469,0.8125,poN5F,PROTEINS,0.001,0.2726344344457165,3,64,0
3,0.26266198574199445,0.9059856178664394,0.7410714285714286,GTpvc,PROTEINS,0.001,0.2755851791327159,3,64,0
3,0.2627553316686241,0.5140736588976186,0.75,v75KQ,PROTEINS,0.001,0.2711697295237054,3,64,0
3,0.26186740060834346,0.555850019383458,0.7410714285714286,Co0qS,PROTEINS,0.001,0.2541562040006483,3,64,0
3,0.22954664352360984,0.5117085753845133,0.8214285714285714,sxuQq,PROTEINS,0.001,0.21250920547505464,3,64,0
3,0.23339139201667,0.5127121707927399,0.8571428571428571,AZOAy,PROTEINS,0.001,0.2760328704013661,3,64,0
3,0.2616504817544538,0.909518861694925,0.8214285714285714,v1o3d,PROTEINS,0.001,0.21029705843726731,3,64,0
3,0.3731581400891436,0.6047259886583894,0.7946428571428571,VvXui,PROTEINS,0.001,0.2064484240237184,3,64,0
3,0.26154686680469014,0.551770972406674,0.8035714285714286,B7U3o,PROTEINS,0.001,0.20642085417415063,3,64,0
4,0.2573387810205666,0.5102715076106862,0.8392857142857143,QdpWO,PROTEINS,0.001,0.27614193277742866,3,64,0
4,0.257815934438496,0.5735367115943455,0.8303571428571429,mrujk,PROTEINS,0.001,0.24933973764962042,3,64,0
4,0.250497822587996,0.5137891995760084,0.8303571428571429,O6sPI,PROTEINS,0.001,0.27344580841997923,3,64,0
4,0.15124017886155305,0.5753850901948984,0.8214285714285714,Na3rj,PROTEINS,0.001,0.2670227636158226,5,64,0
4,0.22562009368153235,0.5877677749613739,0.8035714285714286,aDmVX,PROTEINS,0.001,0.24974533825582718,5,64,0
4,0.26931049005305957,0.5873370201032875,0.8303571428571429,NPljR,PROTEINS,0.001,0.2513803803639803,5,64,0
4,0.2280661740424801,0.5697152483250183,0.8303571428571429,roigc,PROTEINS,0.001,0.4161476195224484,5,64,0
4,0.23342857138951567,0.5882935160299652,0.8482142857142857,X00v0,PROTEINS,0.001,0.2497714187302458,5,64,0
4,0.3778219023625584,0.571567610758867,0.8303571428571429,LOzru,PROTEINS,0.001,0.26098989915354753,5,64,0
4,0.15786634589862336,0.5762131272271042,0.8303571428571429,ETxEl,PROTEINS,0.001,0.2809469054129469,5,64,0
4,0.16334960344654093,0.5707949318317932,0.8125,ep1fL,PROTEINS,0.001,0.2528599029044801,5,64,0
4,0.1618718102095132,0.5851624018172803,0.8214285714285714,SWMK9,PROTEINS,0.001,0.2530851078843825,5,64,0
4,0.16387380002757865,0.5923503792709132,0.7857142857142857,sCW8G,PROTEINS,0.001,0.3408542321448906,5,64,0.001
4,0.15298049521249607,0.5372529528185641,0.8125,BZS6e,PROTEINS,0.001,0.3218737691423367,5,64,0.001
4,0.1518326559006842,0.5879416628795965,0.8482142857142857,pW1oZ,PROTEINS,0.001,0.16872351974280053,5,64,0
4,0.17830908299922943,0.5885527027743872,0.8214285714285714,ixw5U,PROTEINS,0.001,0.31553583910872,5,64,0.001
4,0.3769471257264616,0.5893778267245015,0.8303571428571429,Nf4st,PROTEINS,0.001,0.17104327644386152,5,64,0.001
4,0.12024574716300368,0.589050893045596,0.7946428571428571,urGKm,PROTEINS,0.001,0.3411176758391406,5,64,0.001
4,0.1750937442726837,0.5898818795027784,0.8125,jlgie,PROTEINS,0.001,0.41205796045422916,5,64,0.001
4,0.15643106301636564,0.5924854880293513,0.8035714285714286,EEEEF,PROTEINS,0.001,0.41679328136408395,5,64,0.001
4,0.1535927085523523,0.5383881909833387,0.8214285714285714,ZKf7z,PROTEINS,0.001,0.34423453185840214,5,64,0.001
4,0.1792150597985222,0.5364410805613993,0.8392857142857143,Do9KU,PROTEINS,0.001,0.33647407619148545,5,64,0.001
4,0.1772508405954205,0.9246770871705524,0.8303571428571429,mSw9L,PROTEINS,0.001,0.41104357988672685,5,64,0.001
4,0.1552492754782624,0.5832162369956476,0.8571428571428571,QLkQQ,PROTEINS,0.001,0.3224878659197204,5,64,0.001
4,0.3817517046580377,0.9251564615641555,0.7946428571428571,nVVrj,PROTEINS,0.001,0.17053201319562314,5,64,0.001
4,0.17935628088914793,0.9243676140169832,0.7946428571428571,BLQdh,PROTEINS,0.001,0.1738327306153935,5,64,0.001
4,0.15687302921821072,0.9246348118329455,0.8125,fOIwk,PROTEINS,0.001,0.4087898566454723,5,64,0.001
4,0.15299824059361503,0.5847598480364244,0.7946428571428571,SyZ1r,PROTEINS,0.001,0.4057820140818349,5,64,0.001
4,0.15493331853352377,0.591382217427783,0.8125,mwwyu,PROTEINS,0.001,0.17413043149758717,5,64,0.001
4,0.16062953900641086,0.5385282190929389,0.8125,WNYZV,PROTEINS,0.001,0.40900866357026067,5,64,0.001
4,0.15851348842004168,0.588480459725881,0.8392857142857143,wZ8CJ,PROTEINS,0.001,0.3446162861043288,5,64,0
4,0.15672353660884317,0.5904530826517942,0.7857142857142857,zUcjC,PROTEINS,0.001,0.17335632453313374,5,64,0.001
4,0.1603424521372109,0.5712159337065255,0.8125,GXePY,PROTEINS,0.001,0.17221612212824775,5,64,0.001
4,0.17756531350397087,0.5864078071526568,0.8125,CjUvk,PROTEINS,0.001,0.1729562303794504,5,64,0.001
4,0.15874509013654253,0.9262499139808067,0.8035714285714286,xKzUQ,PROTEINS,0.001,0.40770782162457114,5,64,0
4,0.3831402609685666,0.9249030838510908,0.7857142857142857,JItCB,PROTEINS,0.001,0.3461876504213022,5,64,0.001
4,0.15717982483878754,0.5705750414463044,0.8035714285714286,OCs9c,PROTEINS,0.001,0.3218230869717391,5,64,0
