id,weight_decay,batch_size,reward,dataset,dropout_ratio,lr,edge_ratio,pooling_ratio,num_layers,K
jH9qE,0,256,0.7681159420289855,NCI109,0,0.001,0.6665572433954929,0.8237900511247803,5,3
kFhhi,0,256,0.7053140096618358,NCI109,0,0.001,0.4571777436050276,0.12189593660342046,5,3
YcgmT,0,256,0.7705314009661836,NCI109,0,0.001,0.8663113992081255,0.8039692863996984,5,3
yKeOe,0,256,0.7101449275362319,NCI109,0,0.001,0.937980788818455,0.12238859835918325,5,3
xTZCI,0,256,0.7995169082125604,NCI109,0,0.001,0.49472913032281707,0.8978512375797194,5,3
QNkg0,0,256,0.7536231884057971,NCI109,0,0.001,0.4964525500515555,0.5329066069048473,5,3
Cf2L4,0,256,0.7705314009661836,NCI109,0,0.001,0.49521692903603093,0.5287696759397921,5,3
HJX31,0,256,0.7077294685990339,NCI109,0,0.001,0.35288093481702737,0.12390686367896148,5,3
s8OZO,0,256,0.7777777777777778,NCI109,0,0.001,0.34554222966712467,0.8015195154124302,5,3
Y4jKZ,0,256,0.7971014492753623,NCI109,0,0.001,0.4982298699208045,0.5308967162647299,5,4
SsUqG,0,256,0.8019323671497585,NCI109,0,0.001,0.49116590574148294,0.8698873629494059,5,4
LGVW5,0,256,0.7995169082125604,NCI109,0,0.001,0.49084437625625377,0.5047973530485126,5,4
N3Qng,0,256,0.7874396135265701,NCI109,0,0.001,0.6658875390859139,0.5345806178639099,5,4
dR9zY,0,256,0.785024154589372,NCI109,0,0.001,0.8627265555715837,0.7043353982381038,5,4
y62GC,0,256,0.7971014492753623,NCI109,0,0.001,0.8761366777344745,0.7353751183170637,4,4
n2dDI,0,256,0.782608695652174,NCI109,0,0.001,0.8608512969834459,0.7360589184579189,4,4
Iqtqp,0,256,0.8019323671497585,NCI109,0,0.001,0.9232748418838105,0.8004836836375469,4,4
vBzPd,0,256,0.8115942028985508,NCI109,0,0.001,0.674722797753567,0.7026904526176941,4,4
lBJCY,0,256,0.7632850241545893,NCI109,0,0.001,0.666825460684699,0.7385033843468929,4,4
V0XdY,0,256,0.7801932367149759,NCI109,0,0.001,0.7310626107508275,0.863695916719344,4,4
RtVlq,0,256,0.7971014492753623,NCI109,0,0.001,0.847788257828376,0.8994031688141358,4,4
zUcbA,0,256,0.8091787439613527,NCI109,0,0.001,0.9378700811701033,0.7068930053573302,4,4
RBo3U,0,256,0.7560386473429952,NCI109,0,0.001,0.7400151395251827,0.7753594113578344,4,4
CR9ZF,0,256,0.8043478260869565,NCI109,0,0.001,0.84635269114428,0.8665515744373178,4,4
Ju41t,0,256,0.7922705314009661,NCI109,0,0.001,0.8390827623800414,0.7035470493605203,4,4
zVu4q,0,256,0.8091787439613527,NCI109,0,0.001,0.7392574062985593,0.8663771275325844,4,4
T6z9d,0,256,0.7898550724637681,NCI109,0,0.001,0.8391215594849917,0.859554433936801,4,4
JKCUz,0,256,0.7753623188405797,NCI109,0,0.001,0.736211557056293,0.7395041822861431,4,4
MQOn4,0,256,0.785024154589372,NCI109,0,0.001,0.8539937579219009,0.7012761176573521,4,4
zia3b,0,256,0.785024154589372,NCI109,0,0.001,0.7362563149242476,0.7066257916964409,4,4
Vjzqw,0,256,0.7946859903381642,NCI109,0,0.001,0.8489645990911697,0.7340861329638431,4,4
G2saz,0,256,0.7705314009661836,NCI109,0,0.001,0.7404548452220417,0.703030248130071,3,4
kh3wN,0,256,0.8019323671497585,NCI109,0,0.001,0.7474743492812397,0.7065321933544115,3,4
RAEnC,0,256,0.7657004830917874,NCI109,0,0.001,0.7444663487608274,0.7089380471866312,3,4
O35Wl,0,256,0.7995169082125604,NCI109,0,0.001,0.8424090884070196,0.5770129364467772,3,4
LpZrB,0,256,0.7922705314009661,NCI109,0,0.001,0.8426322310453396,0.7751455924456998,3,4
GPolp,0,256,0.7801932367149759,NCI109,0,0.001,0.7467846949329222,0.8614787713541562,3,4
