reward,pooling_ratio,edge_ratio,decoupled,seed,num_layers,id,K,dataset,conv
0.8043478260869565,0.841586839,0.129680565,False,777,4,Zbtwj,3,NCI109,ChebConv
0.7898550724637681,0.841586839,0.129680565,True,777,4,vpXkh,3,NCI109,ChebConv
0.7874396135265701,0.841586839,0.129680565,False,777,4,SBuZh,3,NCI109,LiCheb
0.7801932367149759,0.841586839,0.129680565,True,777,4,ppLbF,3,NCI109,LiCheb
