pooling_ratio,K,id,num_layers,reward,decoupled,edge_ratio,conv,seed,dataset
0.881023822,4,WyqUi,3,0.6735632183908046,False,0.534931,ChebConv,777,FRANKENSTEIN
0.881023822,4,c4wZC,3,0.671264367816092,True,0.534931,ChebConv,777,FRANKENSTEIN
0.881023822,4,ydKOo,3,0.6689655172413793,False,0.534931,LiCheb,777,FRANKENSTEIN
0.881023822,4,FG4KC,3,0.6942528735632184,True,0.534931,LiCheb,777,FRANKENSTEIN
