pooling_ratio,dataset,id,reward,weight_decay,dropout_ratio,edge_ratio,K,batch_size,lr,num_layers
0.6823798409733582,ENZYMES,OH5lL,0.5333333333333333,0,0,0.5822319852490316,1,256,0.001,4
0.6891927456527243,ENZYMES,mLvOX,0.5833333333333334,0,0,0.5697950152317942,1,256,0.001,4
0.6996393871481773,ENZYMES,CpoBh,0.31666666666666665,0,0,0.5853290249909027,3,256,0.001,4
0.8883718729421699,ENZYMES,eq9K7,0.4166666666666667,0,0,0.5540064255070023,3,256,0.001,4
0.35193683752187804,ENZYMES,e5hqB,0.36666666666666664,0,0,0.5738914948355435,1,256,0.001,3
0.8988174873535948,ENZYMES,f42Sf,0.55,0,0,0.6703392930078697,1,256,0.001,3
0.8035643092513295,ENZYMES,IgJTg,0.55,0,0,0.2525359567571997,1,256,0.001,4
0.8084242036128648,ENZYMES,YdiEZ,0.6,0,0,0.2598060247749346,1,256,0.001,4
0.7999154084797341,ENZYMES,Aemwo,0.65,0,0,0.2470696525948848,1,256,0.001,4
0.8201872104210566,ENZYMES,VrD6x,0.6166666666666667,0,0,0.25137341907360267,1,256,0.001,4
0.8925664860211916,ENZYMES,CZYKt,0.5,0,0,0.25800416372987756,1,256,0.001,4
0.8126905248126257,ENZYMES,AGLZJ,0.6333333333333333,0,0,0.24432756375824932,1,256,0.001,4
0.8131999559872833,ENZYMES,dgnT5,0.5666666666666667,0,0,0.26338122723949164,1,256,0.001,4
0.8992355643362029,ENZYMES,YkPi4,0.45,0,0,0.4272891674680941,1,256,0.001,4
0.8058111123077573,ENZYMES,RuVrc,0.65,0,0,0.2437415275627111,1,256,0.001,4
0.8115865632810627,ENZYMES,WpiUC,0.5333333333333333,0,0,0.25344397624543563,1,256,0.001,2
0.8953669839300449,ENZYMES,vryeW,0.55,0,0,0.6024242419537298,1,256,0.001,2
0.8960369986167842,ENZYMES,Z6moz,0.55,0,0,0.24517643873716138,1,256,0.001,2
0.8042426876994659,ENZYMES,mSa9X,0.6166666666666667,0,0,0.4502398557566659,1,256,0.001,2
0.8826017386576267,ENZYMES,K1fKu,0.45,0,0,0.4328582636993298,1,256,0.001,2
0.8094452728234144,ENZYMES,sRVfb,0.5666666666666667,0,0,0.43833676123182314,1,256,0.001,4
0.666252916534277,ENZYMES,F7m4W,0.6,0,0,0.4420121215648858,1,256,0.001,4
0.809610082148517,ENZYMES,Q3as8,0.6,0,0,0.44617221331290274,1,256,0.001,4
0.6630716004430576,ENZYMES,jNAWV,0.55,0,0,0.44383608572537087,1,256,0.001,4
0.822606165817675,ENZYMES,oZRC0,0.48333333333333334,0,0,0.42765018880398953,1,256,0.001,4
0.8081072629282543,ENZYMES,xewH9,0.5833333333333334,0,0,0.4429896503276378,1,256,0.001,4
0.8057051276606246,ENZYMES,PWzmL,0.6333333333333333,0,0,0.4411768783814603,1,256,0.001,4
0.8123929446359552,ENZYMES,ravEA,0.6333333333333333,0,0,0.2488690337937392,1,256,0.001,4
0.6582393308184418,ENZYMES,qI98L,0.5833333333333334,0,0,0.41652763901444,1,256,0.001,4
0.8073798620270429,ENZYMES,BtNeq,0.5333333333333333,0,0,0.45006331254440796,4,256,0.001,4
0.820937105778262,ENZYMES,Ozu6L,0.55,0,0,0.431941987260512,4,256,0.001,6
0.44690246770753406,ENZYMES,Yeg6A,0.5,0,0,0.2747514426223928,4,256,0.001,6
0.8078633801524309,ENZYMES,eUKEf,0.43333333333333335,0,0,0.42780127471370016,4,256,0.001,6
0.823051625520888,ENZYMES,Rgkik,0.5,0,0,0.4482817306144682,4,256,0.001,6
0.8079956289838539,ENZYMES,OsmN3,0.5,0,0,0.4234868856619788,4,256,0.001,6
0.8378225081248933,ENZYMES,JtHgv,0.4166666666666667,0,0,0.25570910469621744,4,256,0.001,6
0.8134256067652403,ENZYMES,rFW34,0.5166666666666667,0,0,0.2375508201725699,4,256,0.001,6
0.815501001690066,ENZYMES,els9J,0.4666666666666667,0,0,0.4435976955475982,4,256,0.001,6
0.8230286970927525,ENZYMES,EsDMW,0.48333333333333334,0,0,0.4480144059226972,4,256,0.001,6
0.6552440136690856,ENZYMES,hAsEV,0.4,0,0,0.4354212329126123,4,256,0.001,6
0.6509313580403785,ENZYMES,hJe9D,0.4,0,0,0.4500537932359443,4,256,0.001,6
0.656510116857218,ENZYMES,zzCff,0.4666666666666667,0,0,0.30860704332749256,4,256,0.001,6
0.6525428623329274,ENZYMES,IHZog,0.38333333333333336,0,0,0.3130565509456445,4,256,0.001,6
0.4556806111685488,ENZYMES,nVKBO,0.55,0,0,0.4000583314498399,4,256,0.001,6
0.8329582472952057,ENZYMES,xB71V,0.5,0,0,0.40356522818248525,4,256,0.001,6
0.651679728103694,ENZYMES,afllX,0.31666666666666665,0,0,0.38972597127242947,4,256,0.001,6
0.8335867286984848,ENZYMES,BeCfQ,0.35,0,0,0.3934704300199852,4,256,0.001,6
0.8363650272017034,ENZYMES,fYqTJ,0.3333333333333333,0,0,0.20138051502902402,4,256,0.001,6
0.45215924898458554,ENZYMES,lo6ir,0.48333333333333334,0,0,0.3711849261941693,4,256,0.001,6
0.6509587068093641,ENZYMES,LdCMH,0.4,0,0,0.38403815951370746,4,256,0.001,6
0.77740275971472,ENZYMES,SwMq4,0.43333333333333335,0,0,0.39839292667670245,4,256,0.001,6
0.8403436528329454,ENZYMES,bYIWQ,0.4666666666666667,0,0,0.20374413580989637,4,256,0.001,6
0.4500282530564721,ENZYMES,IqGy7,0.5166666666666667,0,0,0.20049183409971982,4,256,0.001,6
0.8530892004152537,ENZYMES,quR5f,0.5,0,0,0.20137427665381846,4,256,0.001,6
0.7774468006331404,ENZYMES,v9tcM,0.4,0,0,0.3960273892372071,4,256,0.001,6
0.7846349320950655,ENZYMES,VDqtg,0.5166666666666667,0,0,0.2296469267722702,4,256,0.001,6
0.7760407066136331,ENZYMES,bEhX9,0.43333333333333335,0,0,0.363044614890703,4,256,0.001,6
0.8646042524472115,ENZYMES,N1cOm,0.48333333333333334,0,0,0.22601992335690363,4,256,0.001,6
0.8659902886634006,ENZYMES,uA0Lg,0.5,0,0,0.22022874615232188,3,256,0.001,5
0.8539788518639937,ENZYMES,Co1Zd,0.5,0,0,0.2290639510885571,3,256,0.001,5
0.7800557643053961,ENZYMES,lCZS9,0.5333333333333333,0,0,0.356844791718442,3,256,0.001,5
0.5323199475758468,ENZYMES,Ihu6k,0.48333333333333334,0,0,0.2049775323550047,3,256,0.001,5
0.8652048815786155,ENZYMES,oTlY2,0.48333333333333334,0,0,0.20371500575742252,3,256,0.001,5
0.8600949356521512,ENZYMES,LLwKi,0.45,0,0,0.380257037343899,3,256,0.001,5
0.8540437352077216,ENZYMES,Ht7Vp,0.5333333333333333,0,0,0.2053072280364711,3,256,0.001,5
0.8645326349216266,ENZYMES,QeEVX,0.6,0,0,0.20734680426203078,3,256,0.001,5
0.784123536731458,ENZYMES,U3cMi,0.5833333333333334,0,0,0.3833301402146594,3,256,0.001,5
0.5956480886573013,ENZYMES,wuXHd,0.48333333333333334,0,0,0.355106139393767,3,256,0.001,5
0.7846967011097413,ENZYMES,w0ZJr,0.5833333333333334,0,0,0.2078114861908449,3,256,0.001,5
0.5913139076531648,ENZYMES,TPjxl,0.36666666666666664,0,0,0.36964573760864416,3,256,0.001,5
0.5892958434968001,ENZYMES,UQmYo,0.4166666666666667,0,0,0.21294210882621445,3,256,0.001,5
0.5918718647101083,ENZYMES,QbCce,0.4166666666666667,0,0,0.21176503519922643,3,256,0.001,5
0.8666261186151359,ENZYMES,dK1uB,0.5833333333333334,0,0,0.20324994194573115,3,256,0.001,5
0.7800696172364634,ENZYMES,gNWmW,0.5666666666666667,0,0,0.3492418769340559,3,256,0.001,3
0.7831498794404594,ENZYMES,cgP67,0.5,0,0,0.20229963697648237,3,256,0.001,5
0.7802544905584146,ENZYMES,fYnse,0.5666666666666667,0,0,0.21672135426755193,3,256,0.001,5
0.8663002661069269,ENZYMES,dYTQ9,0.4666666666666667,0,0,0.21237988606646557,3,256,0.001,5
0.5139628459885865,ENZYMES,a1OQW,0.4166666666666667,0,0,0.20522738447909708,3,256,0.001,5
0.778393354229204,ENZYMES,BkFgJ,0.5,0,0,0.22433957378730937,3,256,0.001,5
0.8692910459151466,ENZYMES,vqGXu,0.48333333333333334,0,0,0.28638298488861325,3,256,0.001,5
0.8630972690398631,ENZYMES,AfWad,0.4666666666666667,0,0,0.34839862649315523,3,256,0.001,5
0.8619074276114755,ENZYMES,LgcKg,0.5833333333333334,0,0,0.3537133748730815,3,256,0.001,5
0.8710378404801485,ENZYMES,kPMpy,0.5833333333333334,0,0,0.3509884105582402,3,256,0.001,5
0.593473091745021,ENZYMES,dwow1,0.38333333333333336,0,0,0.3480023583322627,3,256,0.001,5
0.596643688963625,ENZYMES,g0ZdQ,0.4,0,0,0.3353974086785347,3,256,0.001,5
0.5939179659498961,ENZYMES,VS7pI,0.45,0,0,0.3413567292353471,3,256,0.001,5
0.5926302168007226,ENZYMES,qFiTq,0.5166666666666667,0,0,0.2899547673807025,3,256,0.001,3
0.5823597587974646,ENZYMES,rMKsQ,0.45,0,0,0.2875501735202706,3,256,0.001,3
0.5847096463737474,ENZYMES,QRnSf,0.4,0,0,0.3381917624163496,3,256,0.001,3
0.5889733859248336,ENZYMES,ILrbk,0.38333333333333336,0,0,0.2898586328066035,1,256,0.001,4
0.6236403498027963,ENZYMES,ebhrm,0.4666666666666667,0,0,0.3263066383516718,1,256,0.001,3
0.5005760529845102,ENZYMES,ToMiw,0.43333333333333335,0,0,0.28775874656081024,1,256,0.001,3
0.629877781465775,ENZYMES,tdOoZ,0.6,0,0,0.32412107440553395,1,256,0.001,3
0.4014931959945009,ENZYMES,Fp4d3,0.4,0,0,0.32188609932247725,1,256,0.001,3
0.1453197698132222,ENZYMES,McqvQ,0.4,0,0,0.2806663903736895,1,256,0.001,3
0.6287977153832304,ENZYMES,syzbM,0.65,0,0,0.28853405290087025,1,256,0.001,3
0.6343850491077796,ENZYMES,PHuRd,0.4666666666666667,0,0,0.2835558917229086,1,256,0.001,3
0.17059661478812277,ENZYMES,Kf0wI,0.3,0,0,0.2827106237283117,1,256,0.001,3
0.4102792956870857,ENZYMES,X4c4S,0.43333333333333335,0,0,0.28895282726701893,1,256,0.001,3
0.7586108024444851,ENZYMES,kjYTl,0.55,0,0,0.28245895479535277,1,256,0.001,3
0.6306227140154025,ENZYMES,T97Ws,0.65,0,0,0.2949117897133685,1,256,0.001,3
0.4064516210483942,ENZYMES,suI1x,0.4166666666666667,0,0,0.2862386029495689,1,256,0.001,4
0.10542936580154921,ENZYMES,SJMrH,0.2833333333333333,0,0,0.28538194760973146,1,256,0.001,3
0.6213069600303884,ENZYMES,KNENe,0.5166666666666667,0,0,0.3268692648339897,1,256,0.001,3
0.7299257017514862,ENZYMES,ibTFP,0.4666666666666667,0,0,0.32076322114072003,1,256,0.001,3
0.25966796895374167,ENZYMES,SCSo5,0.48333333333333334,0,0,0.3307797824264187,1,256,0.001,3
0.7555548613258299,ENZYMES,Tg2oB,0.45,0,0,0.32851695162536776,1,256,0.001,3
0.6321131209391845,ENZYMES,laZSH,0.65,0,0,0.3306401483043514,1,256,0.001,3
0.7515495580241522,ENZYMES,p0Qsv,0.35,0,0,0.3273329431359136,1,256,0.001,3
0.7266933729483492,ENZYMES,IxgQw,0.45,0,0,0.2819533966528639,1,256,0.001,3
0.6279883792172338,ENZYMES,u4v3C,0.65,0,0,0.29032422102314,1,256,0.001,3
0.1006162587517394,ENZYMES,NKmMg,0.38333333333333336,0,0,0.314976181378059,1,256,0.001,4
0.25162239578743173,ENZYMES,D8wxG,0.4,0,0,0.3221692106547571,1,256,0.001,4
0.629173285079244,ENZYMES,Lw3QY,0.5333333333333333,0,0,0.330292528477392,1,256,0.001,4
0.7607938823896803,ENZYMES,iVHnD,0.55,0,0,0.32495880647721975,1,256,0.001,4
0.14223273442308154,ENZYMES,XM10t,0.36666666666666664,0,0,0.3180814555815653,1,256,0.001,4
0.7297285317517075,ENZYMES,UTM0U,0.5,0,0,0.3204359612119992,1,256,0.001,4
0.6321471322121455,ENZYMES,qlMBa,0.5833333333333334,0,0,0.32304868312312585,1,256,0.001,4
0.7295759101210589,ENZYMES,zv5YG,0.5833333333333334,0,0,0.9914277133693266,1,256,0.001,4
0.7274206306904861,ENZYMES,XTibl,0.5333333333333333,0,0,0.32244415413196026,1,256,0.001,4
0.7569189499355906,ENZYMES,vO6ee,0.48333333333333334,0,0,0.4773828996948757,1,256,0.001,4
0.7277823516240624,ENZYMES,fo2vw,0.4666666666666667,0,0,0.615753068806708,1,256,0.001,4
0.7344935872273061,ENZYMES,cQ0Nt,0.5166666666666667,0,0,0.4754964052370409,1,256,0.001,4
0.7292365719005868,ENZYMES,EE7RO,0.55,0,0,0.4710749590974511,1,256,0.001,4
0.7599224690383818,ENZYMES,kzqtV,0.6333333333333333,0,0,0.4888563151082221,1,256,0.001,4
0.26557587161608687,ENZYMES,LUkjv,0.35,0,0,0.5139505331376599,1,256,0.001,4
0.5642661497014464,ENZYMES,uHqlI,0.35,0,0,0.47417503659397187,1,256,0.001,3
0.7328784722457782,ENZYMES,fyVwd,0.38333333333333336,0,0,0.6197850730261796,1,256,0.001,3
0.7302947095099038,ENZYMES,ASsFn,0.5833333333333334,0,0,0.48422321561704496,1,256,0.001,3
0.329754814000607,ENZYMES,zhGrk,0.3,0,0,0.3052081473804129,1,256,0.001,3
0.7314631495511363,ENZYMES,Kp43T,0.4666666666666667,0,0,0.8855617733632629,1,256,0.001,3
0.4722427205627342,ENZYMES,lLekc,0.3333333333333333,0,0,0.6192130369615234,1,256,0.001,3
0.36671399983199265,ENZYMES,zBhVE,0.45,0,0,0.613598306666139,1,256,0.001,2
0.36376653251902835,ENZYMES,cYvqc,0.5666666666666667,0,0,0.8487077338413116,1,256,0.001,3
0.47036384109655793,ENZYMES,O0v7h,0.2833333333333333,0,0,0.6149523030638644,1,256,0.001,2
0.4708704645314343,ENZYMES,cFZdw,0.38333333333333336,0,0,0.9969789345648676,1,256,0.001,2
0.35643322919401654,ENZYMES,I6Lxy,0.4666666666666667,0,0,0.9870196799328812,1,256,0.001,2
0.4683039767150579,ENZYMES,G0nSv,0.36666666666666664,0,0,0.4820764197846834,1,256,0.001,2
0.5294621229638945,ENZYMES,QJOml,0.65,0,0,0.48272656372902734,1,256,0.001,3
0.3511326714133691,ENZYMES,POQrd,0.25,0,0,0.8582451307792329,1,256,0.001,3
0.48730682335101216,ENZYMES,NMpkY,0.4666666666666667,0,0,0.9921333838468285,2,256,0.001,3
0.48254699490352054,ENZYMES,UinDM,0.5333333333333333,0,0,0.47558349379367965,2,256,0.001,2
0.5581409973098326,ENZYMES,Mf1YI,0.5833333333333334,0,0,0.774744898759681,2,256,0.001,2
0.3630250267691517,ENZYMES,yKnHA,0.5166666666666667,0,0,0.46889328378615003,2,256,0.001,2
0.3788787292267443,ENZYMES,IyUqZ,0.5166666666666667,0,0,0.4686627129561211,2,256,0.001,2
0.4817395136119411,ENZYMES,W6Vyb,0.55,0,0,0.47526539077229907,2,256,0.001,2
0.4979863822086187,ENZYMES,QXwUJ,0.5166666666666667,0,0,0.6055035177866865,2,256,0.001,2
0.4738044566452872,ENZYMES,X5amk,0.5,0,0,0.4732823021190759,2,256,0.001,2
0.5292297436244798,ENZYMES,XmnCb,0.5,0,0,0.86595656742502,2,256,0.001,2
0.37168024551096335,ENZYMES,Zv8B7,0.4,0,0,0.8473113511018572,1,256,0.001,2
0.3511396529343034,ENZYMES,cYQ6Z,0.4,0,0,0.5143726493891604,2,256,0.001,3
0.3735539889161008,ENZYMES,fWslm,0.36666666666666664,0,0,0.4957544121361692,2,256,0.001,3
0.38142818325948435,ENZYMES,D4rjb,0.48333333333333334,0,0,0.8386230431869633,1,256,0.001,2
0.53229686185718,ENZYMES,i0Em6,0.4666666666666667,0,0,0.2620832993160387,2,256,0.001,2
0.5371320023610568,ENZYMES,dW8zE,0.5,0,0,0.7602218042749902,2,256,0.001,2
0.49783829522673784,ENZYMES,G5uOX,0.55,0,0,0.26659021039537567,2,256,0.001,2
0.5272490865186482,ENZYMES,U50w7,0.4166666666666667,0,0,0.7598932254569868,2,256,0.001,3
0.537231204048985,ENZYMES,nACep,0.5,0,0,0.8429645304215182,2,256,0.001,2
0.5298123772603816,ENZYMES,pA62W,0.5333333333333333,0,0,0.41123881200180445,2,256,0.001,2
0.5530893912550856,ENZYMES,q2MZI,0.4666666666666667,0,0,0.26500884319156975,2,256,0.001,2
0.5411642589537756,ENZYMES,DukKn,0.5,0,0,0.41438004742369117,2,256,0.001,2
0.5362261652908279,ENZYMES,jPDyR,0.45,0,0,0.2692153400849083,2,256,0.001,3
0.5218276504364083,ENZYMES,Y2z3J,0.4666666666666667,0,0,0.2635990547936622,2,256,0.001,3
0.5350135404534995,ENZYMES,Cj5un,0.5166666666666667,0,0,0.4130544626376772,2,256,0.001,3
0.49840635239847764,ENZYMES,aR0a7,0.48333333333333334,0,0,0.26996547341658056,2,256,0.001,3
0.5271727462376602,ENZYMES,MAmeN,0.45,0,0,0.23875159132324855,2,256,0.001,3
0.5335992624327083,ENZYMES,RjYVg,0.43333333333333335,0,0,0.24663822735591923,2,256,0.001,3
0.5716155141116477,ENZYMES,yxZRK,0.4166666666666667,0,0,0.23728972040764126,2,256,0.001,3
0.5241702348828993,ENZYMES,aWeWP,0.4166666666666667,0,0,0.26503920780250206,2,256,0.001,3
0.6750914328121472,ENZYMES,vRGHF,0.43333333333333335,0,0,0.2377137254934788,2,256,0.001,3
0.5227030067242047,ENZYMES,tM9vz,0.45,0,0,0.4097938504989058,2,256,0.001,3
0.5343714987668933,ENZYMES,mSj3g,0.5,0,0,0.369053683811907,1,256,0.001,3
0.5469343536991789,ENZYMES,vPm3y,0.35,0,0,0.528800527992872,1,256,0.001,3
0.42922095913914154,ENZYMES,G0P1g,0.48333333333333334,0,0,0.6451709023761233,1,256,0.001,3
0.5343456735539621,ENZYMES,YzgS9,0.43333333333333335,0,0,0.6449928010107727,1,256,0.001,3
0.42629008555435244,ENZYMES,huee3,0.36666666666666664,0,0,0.5321555152649793,1,256,0.001,3
0.4271433188851606,ENZYMES,SCjMS,0.38333333333333336,0,0,0.5040671572229343,1,256,0.001,3
0.43657043983179067,ENZYMES,dSbec,0.38333333333333336,0,0,0.6834844196230389,1,256,0.001,3
0.5387209165972242,ENZYMES,aJWNQ,0.45,0,0,0.5277413255350913,1,256,0.001,3
0.42889256359130673,ENZYMES,dkWUM,0.4166666666666667,0,0,0.6567036751931157,1,256,0.001,3
0.43479244539256956,ENZYMES,BHlei,0.4166666666666667,0,0,0.6444862165463868,1,256,0.001,3
0.4287796380360008,ENZYMES,S6iOx,0.43333333333333335,0,0,0.23890093409893282,1,256,0.001,3
0.6741967602001383,ENZYMES,VovNO,0.5,0,0,0.6458599992066054,1,256,0.001,3
0.6778296880601175,ENZYMES,XmkBj,0.38333333333333336,0,0,0.6527585415361974,1,256,0.001,3
0.6089726666727099,ENZYMES,EwQHG,0.38333333333333336,0,0,0.37262341514445835,1,256,0.001,3
0.6687529519117091,ENZYMES,zJ35H,0.5833333333333334,0,0,0.23887349498197138,1,256,0.001,3
0.6679175342335926,ENZYMES,Cs6GR,0.5,0,0,0.3710526209182989,1,256,0.001,3
0.6093234292324083,ENZYMES,GKe8v,0.38333333333333336,0,0,0.2341063711307626,1,256,0.001,3
0.6776338821051,ENZYMES,AdlGw,0.45,0,0,0.6508385470800572,1,256,0.001,3
0.6129876999380278,ENZYMES,SeziE,0.4166666666666667,0,0,0.23830556748726997,1,256,0.001,3
0.6786772216084976,ENZYMES,nj3hP,0.48333333333333334,0,0,0.24928062277282437,1,256,0.001,3
0.6796897898996799,ENZYMES,Wx8IJ,0.5666666666666667,0,0,0.5294580310617568,1,256,0.001,4
