dataset,pooling_ratio,batch_size,lr,weight_decay,id,reward,num_layers,dropout_ratio,K
PROTEINS,0.820412376190137,64,0.001,0.001,MHc6Y,0.8214285714285714,5,0.3252674217036526,1
PROTEINS,0.8089932299438878,64,0.001,0.001,WaQ8m,0.7767857142857143,5,0.3906385691603318,1
PROTEINS,0.8127444466949066,64,0.001,0.001,vihuZ,0.7767857142857143,5,0.07577613003122577,1
PROTEINS,0.8257183745098214,64,0.001,0.001,kj13A,0.8214285714285714,5,0.07842317995104586,1
PROTEINS,0.27916264768918386,64,0.001,0.001,zvQq9,0.8392857142857143,5,0.3940165448280778,1
PROTEINS,0.27411630545212073,64,0.001,0.001,GRCRK,0.8125,5,0.32712958896016864,1
PROTEINS,0.27941576604596063,64,0.001,0.001,otS3c,0.8214285714285714,5,0.3277770801774478,1
PROTEINS,0.4411624868219909,64,0.001,0.001,pZCr3,0.8125,5,0.3885243429227556,1
PROTEINS,0.2557135579648569,64,0.001,0.001,f9Sab,0.8214285714285714,5,0.3340016007940101,1
PROTEINS,0.26623450495446094,64,0.001,0.001,IELgF,0.8035714285714286,5,0.07632552370672563,1
PROTEINS,0.44891044829218163,64,0.001,0.001,HA3Kz,0.8571428571428571,5,0.3925087843765924,1
PROTEINS,0.8229787186425445,64,0.001,0.001,CJYGN,0.7767857142857143,5,0.07358370482216929,1
PROTEINS,0.8089727457688808,64,0.001,0.001,LppsA,0.8035714285714286,5,0.40222444835011073,3
PROTEINS,0.8059640750449367,64,0.001,0.001,IPvpM,0.7946428571428571,5,0.3909203431138756,1
PROTEINS,0.8107771293491777,64,0.001,0.001,fj2lJ,0.7767857142857143,5,0.3944746187646625,1
PROTEINS,0.1425392886730748,64,0.001,0.001,hrnDx,0.8303571428571429,5,0.19373128654464203,1
PROTEINS,0.43065057833086007,64,0.001,0.001,lorrt,0.8214285714285714,5,0.19318270281953126,1
PROTEINS,0.4618570835368607,64,0.001,0.001,BZybO,0.8392857142857143,5,0.32663365839315156,1
PROTEINS,0.8045265978683103,64,0.001,0.001,UWfUX,0.7678571428571429,5,0.38999488645621266,1
PROTEINS,0.3992823861658077,64,0.001,0.001,ilqPp,0.8035714285714286,5,0.211708336446707,1
PROTEINS,0.5108412767102198,64,0.001,0.001,K90rC,0.8303571428571429,5,0.3964425388976126,1
PROTEINS,0.3747255072611636,64,0.001,0.001,p3eyR,0.8125,5,0.324293537373171,1
PROTEINS,0.39275677593850145,64,0.001,0.001,TcdMm,0.7946428571428571,5,0.19881902102089638,1
PROTEINS,0.3130633055910993,64,0.001,0.001,j55AM,0.7946428571428571,5,0.19600502119959062,1
PROTEINS,0.8235707546272681,64,0.001,0.001,KYkDS,0.8392857142857143,2,0.38299399616152163,1
PROTEINS,0.8227763437861074,64,0.001,0.001,YQiz5,0.8125,2,0.19959015458173307,1
PROTEINS,0.8403489657051332,64,0.001,0.001,LFGzB,0.8035714285714286,2,0.20318351767091,1
PROTEINS,0.7731606679777755,64,0.001,0.001,fs8dA,0.8035714285714286,2,0.1986702032203653,1
PROTEINS,0.8339926408257514,64,0.001,0.001,jHhiE,0.8125,2,0.2087691611240716,1
PROTEINS,0.7842098595964633,64,0.001,0.001,st2C6,0.7767857142857143,2,0.20092041784442077,1
PROTEINS,0.7868722539243377,64,0.001,0.001,RdX1g,0.8125,2,0.19906648651148462,1
PROTEINS,0.5153152814611186,64,0.001,0.001,eLwFX,0.8035714285714286,2,0.3199142204707409,3
PROTEINS,0.39247537976431207,64,0.001,0.001,kNLm5,0.875,2,0.18309216401717904,3
PROTEINS,0.8345853778481228,64,0.001,0,RiMuX,0.7946428571428571,2,0.192900612799922,1
PROTEINS,0.8355708490691135,64,0.001,0,QXfRF,0.7946428571428571,2,0.32406331954353396,1
PROTEINS,0.8310943775396944,64,0.001,0.001,tS8qy,0.7946428571428571,2,0.1918991524439766,3
PROTEINS,0.8586009435553899,64,0.001,0.001,Tntng,0.8125,2,0.20580438728755043,3
PROTEINS,0.36976871231056874,64,0.001,0.001,Kl1iw,0.8125,2,0.19531295421721678,3
PROTEINS,0.8977926091125621,64,0.001,0.001,tHVY4,0.8303571428571429,2,0.20320274015446677,1
PROTEINS,0.8527233669076271,64,0.001,0,LeSis,0.7857142857142857,2,0.20250361114072973,3
PROTEINS,0.22859945091697412,64,0.001,0,odvn8,0.8303571428571429,2,0.1973306985385006,4
PROTEINS,0.37753181918334316,64,0.001,0,FK6Zp,0.8125,2,0.21373635199095084,4
PROTEINS,0.14431301149073514,64,0.001,0,UiVAI,0.8214285714285714,2,0.19116948619113505,4
PROTEINS,0.31300599116796646,64,0.001,0,qUJTG,0.8303571428571429,2,0.19784575795296455,4
PROTEINS,0.77495937668195,64,0.001,0,UoNOt,0.8035714285714286,2,0.1998924783688715,3
PROTEINS,0.3855025785052868,64,0.001,0,QhjEn,0.8303571428571429,2,0.19677342039552678,3
PROTEINS,0.8447856846982353,64,0.001,0,Ddx0F,0.7410714285714286,2,0.20544508901508465,3
PROTEINS,0.3902722648190725,64,0.001,0,NgwER,0.8035714285714286,2,0.2109122211120058,4
PROTEINS,0.14052260459934604,64,0.001,0,GYwLQ,0.8303571428571429,2,0.25316441133742534,4
PROTEINS,0.3132379779069763,64,0.001,0,P68fk,0.8125,2,0.19440105540712255,4
PROTEINS,0.15326824237069944,64,0.001,0,pBN4v,0.7946428571428571,2,0.13497207180542808,4
PROTEINS,0.13988581265698513,64,0.001,0,AYZcc,0.7767857142857143,2,0.20334558370870215,4
PROTEINS,0.7802091862035885,64,0.001,0,pQdsJ,0.8035714285714286,2,0.6445803837830781,3
PROTEINS,0.8480334756526429,64,0.001,0.0001,sRGSo,0.8303571428571429,2,0.19857539405510105,2
PROTEINS,0.7849863981310761,64,0.001,0,p19Ws,0.7946428571428571,2,0.199908839996985,3
PROTEINS,0.7862136983089567,64,0.001,0,IM1p9,0.8303571428571429,2,0.6334875671475046,3
PROTEINS,0.5741282548008023,64,0.001,0.0001,h0gzj,0.8125,2,0.6149403300643775,3
PROTEINS,0.8611031427687402,64,0.001,0.0001,JVXvK,0.7767857142857143,2,0.42438001539469994,3
PROTEINS,0.5747116426942551,64,0.001,0.0001,g6m9s,0.7857142857142857,2,0.6900576383036889,3
PROTEINS,0.5808673658292626,64,0.001,0.0001,x2Eay,0.8482142857142857,2,0.6370656614095467,3
PROTEINS,0.8535594690243513,64,0.001,0,THJsr,0.8482142857142857,2,0.25611412432701064,2
PROTEINS,0.6869241756300859,64,0.001,0,CnNWK,0.7946428571428571,2,0.6897276944421216,2
PROTEINS,0.7880103413419022,64,0.001,0,D6gsg,0.7767857142857143,2,0.6089057478928286,2
PROTEINS,0.6912335069507388,64,0.001,0,Gixpz,0.8482142857142857,2,0.42254340896471354,2
PROTEINS,0.5747833564698113,64,0.001,0,zS8gh,0.7857142857142857,2,0.4273887687718386,2
PROTEINS,0.7826642694252115,64,0.001,0,ltCLH,0.8303571428571429,4,0.4824851661439345,2
PROTEINS,0.7844096422013322,64,0.001,0,ZFvEc,0.8482142857142857,4,0.6530114266840589,2
PROTEINS,0.6876060558105686,64,0.001,0,w9YKB,0.8214285714285714,4,0.14814793584771013,2
PROTEINS,0.5719423655656811,64,0.001,0.0001,h5zoQ,0.8035714285714286,4,0.608437238646265,3
PROTEINS,0.32641200687083555,64,0.001,0,yz7mU,0.8214285714285714,3,0.2520995747732449,3
PROTEINS,0.3991836809444126,64,0.001,0,vcWOo,0.8392857142857143,3,0.25281887476437265,3
PROTEINS,0.565372600050721,64,0.001,0,rULLx,0.7410714285714286,3,0.12702446623424907,3
PROTEINS,0.38217695512328437,64,0.001,0,U1j0C,0.8214285714285714,3,0.2578123079393313,3
PROTEINS,0.579090492715312,64,0.001,0,fa6bZ,0.8482142857142857,2,0.25665057583604517,3
PROTEINS,0.38773927256624097,64,0.001,0,Rt5mS,0.7767857142857143,2,0.6859141152921381,3
PROTEINS,0.40271746009878934,64,0.001,0,OGlhA,0.8214285714285714,2,0.2595242580992799,3
PROTEINS,0.5177783508522117,64,0.001,0,h30op,0.8303571428571429,2,0.6281699660330216,3
PROTEINS,0.40610162238610353,64,0.001,0,CvPDt,0.8214285714285714,2,0.5949449395405851,3
PROTEINS,0.4137092904812767,64,0.001,0,QuSiO,0.8214285714285714,2,0.6620907591105971,3
PROTEINS,0.4165624164307765,64,0.001,0.001,roJxR,0.7946428571428571,2,0.4272590817102182,3
PROTEINS,0.4008405629925266,64,0.001,0.001,B19ad,0.8214285714285714,2,0.42963588233950006,3
PROTEINS,0.3650313851274881,64,0.001,0.001,lNo8Z,0.8303571428571429,2,0.2558615845040778,3
PROTEINS,0.40690191985154117,64,0.001,0.001,XDPli,0.8392857142857143,2,0.4246990049359849,3
PROTEINS,0.39433678707703346,64,0.001,0.001,jB5L9,0.8392857142857143,2,0.14423537932092792,3
PROTEINS,0.3954597389602291,64,0.001,0.001,u2bjk,0.8125,2,0.43200625990137187,3
PROTEINS,0.37833327345359624,64,0.001,0.001,Mpk7H,0.8214285714285714,2,0.12834073507645732,3
PROTEINS,0.5786162909225089,64,0.001,0.001,DpUxq,0.8303571428571429,4,0.42669706422268294,3
PROTEINS,0.3643993393399637,64,0.001,0.001,khDyH,0.8660714285714286,4,0.2605799020250341,3
PROTEINS,0.4077226784284437,64,0.001,0.001,aa07X,0.7767857142857143,4,0.25352776868100313,3
PROTEINS,0.41439875890308203,64,0.001,0.001,icihH,0.8660714285714286,4,0.12714315175967034,3
PROTEINS,0.41458130992577424,64,0.001,0.001,sY1Q9,0.8303571428571429,4,0.25768357109297907,3
PROTEINS,0.3861002975154523,64,0.001,0,e6T8U,0.8392857142857143,4,0.2551721592047374,3
PROTEINS,0.4135877387320382,64,0.001,0,mLs9h,0.8392857142857143,4,0.2519660140652137,3
PROTEINS,0.57533863635576,64,0.001,0,LnsAU,0.8392857142857143,4,0.12292159935506909,3
PROTEINS,0.4132357254312402,64,0.001,0,FIqE6,0.8303571428571429,4,0.2563476907909932,3
PROTEINS,0.4167356359287209,64,0.001,0.001,jdh2B,0.8482142857142857,4,0.12079367855324077,3
PROTEINS,0.40413468158529076,64,0.001,0.001,kRnUP,0.8214285714285714,4,0.419521739084085,3
PROTEINS,0.334345321291849,64,0.001,0.001,Ymqae,0.8571428571428571,4,0.25759672442324116,3
PROTEINS,0.3291555137359136,64,0.001,0.001,Sz46Z,0.8660714285714286,4,0.14198867416337735,3
PROTEINS,0.4118858394459807,64,0.001,0.001,Ozhbr,0.8303571428571429,4,0.001331371295444167,3
PROTEINS,0.3330180638925928,64,0.001,0.001,Y2FFt,0.8392857142857143,4,0.0016753539282620133,3
PROTEINS,0.19730214972700005,64,0.001,0.001,Yv9ax,0.8392857142857143,4,0.12386288682952586,3
PROTEINS,0.32899926115338796,64,0.001,0.001,UnlYZ,0.8392857142857143,4,0.12062978380127799,3
PROTEINS,0.3577670864022953,64,0.001,0.001,lSa51,0.8125,4,0.1266484434276068,3
PROTEINS,0.3494849735662652,64,0.001,0.001,CS7Zh,0.8125,4,0.12448422553126982,3
PROTEINS,0.6862451463948573,64,0.001,0.001,RmrSy,0.8303571428571429,4,0.4734133700867144,3
PROTEINS,0.3316206596354967,64,0.001,0.001,s62bb,0.8214285714285714,4,0.11760919049849258,3
PROTEINS,0.34550399316310804,64,0.001,0.001,iNqsE,0.8125,4,0.15322802809154215,3
PROTEINS,0.33192649703839383,64,0.001,0.001,S6sTk,0.8660714285714286,4,0.3675843422952754,3
PROTEINS,0.3399404956411141,64,0.001,0.001,x7Ewc,0.8303571428571429,4,0.36537035596568557,3
PROTEINS,0.340749265077976,64,0.001,0.001,xPLim,0.8303571428571429,4,0.47419659711756096,3
PROTEINS,0.3380970415413867,64,0.001,0.001,Q3yXf,0.8571428571428571,4,0.3685878542997564,3
PROTEINS,0.3284480726671012,64,0.001,0.001,MkYL1,0.8571428571428571,4,0.47724544848068756,3
PROTEINS,0.331321889580377,64,0.001,0.001,BDL39,0.8660714285714286,4,0.3701284528255229,3
PROTEINS,0.3269964485179845,64,0.001,0.001,SxkoC,0.8571428571428571,4,0.3714477225729159,3
PROTEINS,0.21126134346629477,64,0.001,0.001,JMMK2,0.8392857142857143,4,0.15440752273479572,3
PROTEINS,0.3555455375801762,64,0.001,0.001,D2gOB,0.8482142857142857,4,0.3693903129350804,3
PROTEINS,0.3422139638698972,64,0.001,0.001,hNtRJ,0.8392857142857143,4,0.37003807868637645,3
PROTEINS,0.35465898702740173,64,0.001,0.001,o5JI0,0.8125,4,0.47915053657438395,3
PROTEINS,0.3335439368234317,64,0.001,0.001,JQE8H,0.8303571428571429,4,0.1215514728817905,3
PROTEINS,0.5068174512579372,64,0.001,0.001,gxRwv,0.8214285714285714,4,0.37085321651720793,3
PROTEINS,0.4821147585185948,64,0.001,0.001,SLYIC,0.7857142857142857,4,0.3616174755330208,3
PROTEINS,0.3326595646144668,64,0.001,0.001,eKwb7,0.8660714285714286,4,0.15201336649435992,3
PROTEINS,0.3585130850597571,64,0.001,0.001,DLihg,0.7857142857142857,4,0.1479383538215193,3
PROTEINS,0.3320889471758165,64,0.001,0.001,BddOm,0.8392857142857143,4,0.4548890920553529,3
PROTEINS,0.3574540212249987,64,0.001,0.001,Tcknr,0.8303571428571429,4,0.4553176691384516,3
PROTEINS,0.19427314278208213,64,0.001,0.001,WxpHe,0.8303571428571429,4,0.3720676254909812,3
PROTEINS,0.2059422647557276,64,0.001,0.001,KcdoS,0.8214285714285714,4,0.002577751619958518,3
PROTEINS,0.21419027269786037,64,0.001,0.001,foRkk,0.8303571428571429,4,0.3721309488380844,3
PROTEINS,0.21650009715589852,64,0.001,0.001,Cuu9I,0.8125,4,0.8231330787692104,3
PROTEINS,0.1958885464163438,64,0.001,0.001,rUJmf,0.8303571428571429,4,0.37312251054775153,3
PROTEINS,0.19581793235650352,64,0.001,0.001,Jks1C,0.8214285714285714,4,0.16005850316088127,3
PROTEINS,0.3567532362730362,64,0.001,0.001,QOXsq,0.8303571428571429,4,0.004395123913858226,3
PROTEINS,0.3601681569934746,64,0.001,0.001,o2SrB,0.8392857142857143,4,0.46409804638736674,3
PROTEINS,0.2143580798640045,64,0.001,0.001,H52Ko,0.8392857142857143,4,0.3628294355519819,3
PROTEINS,0.18039953551101715,64,0.001,0.001,HuUqv,0.8392857142857143,4,0.147365165015254,3
PROTEINS,0.20000659283371586,64,0.001,0.001,SNDAP,0.8035714285714286,4,0.05614503390962243,3
PROTEINS,0.19043354036164903,64,0.001,0.001,cmQc6,0.8035714285714286,4,0.05476070115980346,3
PROTEINS,0.3560717623204178,64,0.001,0.001,SXdQ3,0.8392857142857143,4,0.15890949464615758,3
PROTEINS,0.18675559959126883,64,0.001,0.001,DsfxW,0.7857142857142857,4,0.12111490324203011,3
PROTEINS,0.20318440467354693,64,0.001,0.001,on2Lt,0.8125,4,0.11483856589193572,3
PROTEINS,0.352753244702491,64,0.001,0.001,EpAMv,0.8214285714285714,4,0.31068683570868216,3
PROTEINS,0.21413806801319424,64,0.001,0.001,vuPq6,0.8214285714285714,4,0.002758051655909241,3
PROTEINS,0.3479977849394409,64,0.001,0.001,AMmNA,0.8125,4,0.3704315992402128,3
PROTEINS,0.3318826032703587,64,0.001,0.001,NCh29,0.8839285714285714,4,0.0029736540563553293,3
PROTEINS,0.19194994287016415,64,0.001,0.001,Jwoqs,0.8392857142857143,4,0.0036764780813382802,3
PROTEINS,0.17936853192300783,64,0.001,0.001,tBUB6,0.8482142857142857,4,0.16933625421030182,3
PROTEINS,0.1885047556199799,64,0.001,0.001,pnNzS,0.8035714285714286,4,0.0038833711392931847,3
PROTEINS,0.29673221420219387,64,0.001,0.001,aiy0m,0.8571428571428571,4,0.05556008737076669,3
PROTEINS,0.21117302608612543,64,0.001,0.001,gPuvi,0.8392857142857143,4,0.16787914633814394,3
PROTEINS,0.21333230525234786,64,0.001,0.001,iUZ5E,0.8571428571428571,4,0.17594364791354994,3
PROTEINS,0.19390463905716535,64,0.001,0.001,plVwk,0.8035714285714286,4,0.056754335368917094,3
PROTEINS,0.2074389360909675,64,0.001,0.001,nwGYk,0.7946428571428571,4,0.8305931866761943,3
PROTEINS,0.17529060970284954,64,0.001,0.001,BMJ42,0.8660714285714286,4,0.055322450166601825,3
PROTEINS,0.29403811988122364,64,0.001,0.001,QtLNI,0.8660714285714286,4,0.1751215425184775,3
PROTEINS,0.2938864146960959,64,0.001,0.001,IlPkQ,0.8571428571428571,4,0.17410794890728154,3
PROTEINS,0.29413840942546776,64,0.001,0.001,pCbo8,0.8035714285714286,4,0.8240558694482025,3
PROTEINS,0.23623213573645058,64,0.001,0.001,RBbXt,0.8482142857142857,4,0.45259360063119447,3
PROTEINS,0.21155870314741132,64,0.001,0.001,mxqJc,0.8660714285714286,4,0.057141811144129986,3
PROTEINS,0.22257047167119784,64,0.001,0.001,N48Vz,0.8214285714285714,4,0.049595377981807215,3
PROTEINS,0.2955863301728132,64,0.001,0.001,Mtj4F,0.8125,4,0.05093052206964896,3
PROTEINS,0.17165857040766827,64,0.001,0.001,S1xyL,0.7678571428571429,4,0.053296629721648114,3
PROTEINS,0.21428312614117032,64,0.001,0.001,Hp224,0.8482142857142857,4,0.052124158943511356,3
PROTEINS,0.30132525315802616,64,0.001,0.001,k5TT3,0.8392857142857143,4,0.4505908552207448,3
PROTEINS,0.30715572818663445,64,0.001,0.001,hCWkA,0.8928571428571429,4,0.052492414694872466,3
PROTEINS,0.29506602722803144,64,0.001,0.001,tkr3Y,0.8482142857142857,4,0.056384807730237546,3
PROTEINS,0.2988897397916703,64,0.001,0.001,UMbZS,0.8303571428571429,4,0.31289894100556315,3
PROTEINS,0.2982035771160566,64,0.001,0.001,QOlyV,0.8571428571428571,4,0.05854275386969257,3
PROTEINS,0.23722320920328763,64,0.001,0.001,Qx4Pc,0.8214285714285714,4,0.17324372126414547,3
PROTEINS,0.2934100708246326,64,0.001,0.001,OlVtT,0.8660714285714286,4,0.053777263445629414,3
PROTEINS,0.29610654072004144,64,0.001,0.001,rqaDo,0.7857142857142857,4,0.17404666599415575,3
PROTEINS,0.29714983006334994,64,0.001,0.001,wlA55,0.8392857142857143,4,0.05446613672489084,3
PROTEINS,0.17839737054176608,64,0.001,0.001,xnS6u,0.8214285714285714,4,0.22245876171471068,3
PROTEINS,0.10200567784516984,64,0.001,0.001,y4ud0,0.8392857142857143,4,0.17571797652353696,3
PROTEINS,0.23891714540074213,64,0.001,0.001,s1nYm,0.7857142857142857,4,0.05146915869719201,3
PROTEINS,0.3007144444640699,64,0.001,0.001,swN37,0.8482142857142857,4,0.16919272896891416,3
PROTEINS,0.10613557099349552,64,0.001,0.001,xEhTp,0.8392857142857143,4,0.2293020503085182,3
PROTEINS,0.3027835538200938,64,0.001,0.001,jCr6w,0.875,4,0.05435002735152736,3
PROTEINS,0.30147611648384753,64,0.001,0.001,kubnX,0.8035714285714286,4,0.17026009701582873,3
PROTEINS,0.2949707243180798,64,0.001,0.001,doye0,0.8303571428571429,4,0.05824243728454351,3
PROTEINS,0.3002076722772292,64,0.001,0.001,xG06I,0.8303571428571429,4,0.3134915110397565,3
PROTEINS,0.29117311187317646,64,0.001,0.001,YF9lc,0.875,4,0.053292329902268565,3
PROTEINS,0.11343142591524816,64,0.001,0.001,NeysZ,0.8214285714285714,4,0.22568749688802198,3
PROTEINS,0.29233504687475964,64,0.001,0.001,t1g1n,0.8571428571428571,4,0.17031329237843718,3
PROTEINS,0.10194183150892425,64,0.001,0.001,YniG0,0.8482142857142857,4,0.17618509769583818,3
PROTEINS,0.29972164259108774,64,0.001,0.001,EWae1,0.8392857142857143,4,0.17567928224690893,3
PROTEINS,0.2963587910076399,64,0.001,0.001,yaPuN,0.8482142857142857,4,0.18301439475436643,3
PROTEINS,0.23796211763038588,64,0.001,0.001,cxOvk,0.8035714285714286,4,0.04707773257656872,3
PROTEINS,0.29979796935630404,64,0.001,0.001,fFjIZ,0.8660714285714286,4,0.22686575355941724,3
PROTEINS,0.3028158409688615,64,0.001,0.001,VRBot,0.8482142857142857,4,0.2308114341172396,3
PROTEINS,0.31040757243790834,64,0.001,0.001,XFj1a,0.875,4,0.17121918771526373,3
PROTEINS,0.29887728979517497,64,0.001,0.001,jmoOg,0.8392857142857143,4,0.49723013076718375,3
PROTEINS,0.11125497396870782,64,0.001,0.001,kw453,0.8125,4,0.17166062932050463,3
PROTEINS,0.29771530729584933,64,0.001,0.001,b8Of9,0.8660714285714286,4,0.5645095087061099,3
PROTEINS,0.2982173639477206,64,0.001,0.001,Bool4,0.8035714285714286,4,0.039017252384640475,3
PROTEINS,0.2414119131478699,64,0.001,0.001,bATrA,0.7678571428571429,4,0.05008086836328084,3
PROTEINS,0.10059326045560951,64,0.001,0.001,sXD1R,0.875,4,0.050292753441448096,3
PROTEINS,0.10908264739989618,64,0.001,0.001,Ydvy7,0.8482142857142857,4,0.5576915558980122,3
PROTEINS,0.3039411720812109,64,0.001,0.001,m7plG,0.8571428571428571,4,0.5024265539755381,3
PROTEINS,0.23948752775681567,64,0.001,0.001,DjyES,0.7946428571428571,4,0.028965507480937357,3
PROTEINS,0.1588615268399331,64,0.001,0.001,Fs2Pi,0.8303571428571429,4,0.04013047906142292,3
PROTEINS,0.23581064633497817,64,0.001,0.001,q2xjr,0.7857142857142857,4,0.018013406413120922,3
PROTEINS,0.24668136212610609,64,0.001,0.001,G7utn,0.8303571428571429,4,0.10181544094278837,3
PROTEINS,0.24129961121386348,64,0.001,0.001,lweFc,0.7767857142857143,4,0.021173075473568045,3
PROTEINS,0.31402787125049697,64,0.001,0.001,GAe37,0.8392857142857143,4,0.024856410099214493,3
PROTEINS,0.2411040062784824,64,0.001,0.001,ehmf5,0.7857142857142857,4,0.015782910191626004,3
PROTEINS,0.10430134042220424,64,0.001,0.001,LWNQD,0.8482142857142857,4,0.5043651060844665,3
PROTEINS,0.31162105553191366,64,0.001,0.001,QuC1f,0.7946428571428571,4,0.09780239563323606,3
PROTEINS,0.10276619524978253,64,0.001,0.001,Wcnjr,0.875,4,0.10182366891710859,3
PROTEINS,0.1157036165348202,64,0.001,0.001,xUWlu,0.8839285714285714,4,0.03228768047904113,3
PROTEINS,0.23905799116558046,64,0.001,0.001,ZUILM,0.8214285714285714,4,0.02767735019179104,3
PROTEINS,0.10034918821861849,64,0.001,0.001,R0qcY,0.8660714285714286,4,0.09265537862570197,3
PROTEINS,0.23929800727956207,64,0.001,0.001,zs2do,0.8571428571428571,4,0.0309006787569244,3
PROTEINS,0.23169419838489447,64,0.001,0.001,DE9c2,0.8214285714285714,4,0.1023749387606077,3
PROTEINS,0.2390611765787784,64,0.001,0.001,SIJfU,0.8214285714285714,3,0.026630505975973443,3
PROTEINS,0.2475041829012664,64,0.001,0.001,MxRgK,0.7767857142857143,3,0.028702335316018623,3
PROTEINS,0.24324577024207142,64,0.001,0.001,GdvI9,0.7946428571428571,3,0.03509020859893794,3
PROTEINS,0.24433860080191663,64,0.001,0.001,LOzPX,0.8035714285714286,3,0.023945012149134186,3
PROTEINS,0.24655098844778175,64,0.001,0.001,OTxnx,0.7946428571428571,3,0.014750278922544963,3
PROTEINS,0.2521677800281207,64,0.001,0.001,quT9U,0.7857142857142857,3,0.02172743599154101,3
PROTEINS,0.2507387601584433,64,0.001,0.001,cteSj,0.7678571428571429,3,0.024699951874007448,3
PROTEINS,0.24790651402194347,64,0.001,0.001,ngPSv,0.7946428571428571,3,0.021444667969768134,3
PROTEINS,0.2419019812954198,64,0.001,0.001,Fq7XQ,0.8125,3,0.003088607827010592,3
PROTEINS,0.24961477278348415,64,0.001,0.001,uaixz,0.7857142857142857,3,0.01860217101276143,3
PROTEINS,0.25174915241224544,64,0.001,0.001,WWtEZ,0.7857142857142857,3,0.02453252903697865,3
PROTEINS,0.24087376841100078,64,0.001,0.001,slfdm,0.8214285714285714,3,0.03473435080866987,3
PROTEINS,0.2479146954477534,64,0.001,0.001,yziPm,0.8125,3,0.023153529153306037,3
PROTEINS,0.24006765564318522,64,0.001,0.001,hFw26,0.8125,3,0.09362203161132585,3
PROTEINS,0.3166109699368164,64,0.001,0.001,Du3gj,0.7767857142857143,3,0.017746642214428884,3
PROTEINS,0.24740065982274737,64,0.001,0.001,sTefy,0.8482142857142857,3,0.01972795566728614,3
PROTEINS,0.24368242667565115,64,0.001,0.001,n1e3S,0.7857142857142857,3,0.020246398414798694,3
PROTEINS,0.31372363468894016,64,0.001,0.001,fqjkj,0.7767857142857143,3,0.016566720503832087,3
PROTEINS,0.24663514474544146,64,0.001,0.001,qkwuf,0.8214285714285714,4,0.09935308371401808,3
PROTEINS,0.25696373551307405,64,0.001,0.001,fn96v,0.8125,3,0.10959571454936394,3
PROTEINS,0.37566432619880663,64,0.001,0.001,Z2UJ0,0.7678571428571429,3,0.035039075904011105,3
PROTEINS,0.3152471190093761,64,0.001,0.001,dtT0V,0.7946428571428571,3,0.02612068072227866,3
PROTEINS,0.31686249915712966,64,0.001,0.001,DzYib,0.8035714285714286,3,0.033760192152682236,3
PROTEINS,0.3192744459864366,64,0.001,0.001,OF7uW,0.8035714285714286,3,0.02432051118156561,3
PROTEINS,0.2473952009359411,64,0.001,0.001,tUzh3,0.7678571428571429,3,0.026956469668836042,3
PROTEINS,0.25263556725330943,64,0.001,0.001,Ypxlm,0.8125,4,0.022923986307629995,3
PROTEINS,0.24444204277250442,64,0.001,0.001,cCfzn,0.8125,3,0.021875701388750078,3
PROTEINS,0.25660371759726863,64,0.001,0.001,zrQ23,0.8125,3,0.020769918270114124,3
