reward,id,weight_decay,lr,pooling_ratio,edge_ratio,dataset,dropout_ratio,batch_size,K,num_layers
0.8482758620689655,fNmZo,0,0.001,0.426631657,0.39876350879252553,Mutagenicity,0,256,2,2
0.8528735632183908,LelbP,0,0.001,0.426631657,0.1430369986399434,Mutagenicity,0,256,2,2
0.8344827586206897,Cn6kj,0,0.001,0.426631657,0.5582481678066498,Mutagenicity,0,256,2,2
0.8298850574712644,hx6qi,0,0.001,0.426631657,0.940128596450098,Mutagenicity,0,256,2,2
0.8505747126436781,McRNH,0,0.001,0.426631657,0.5510487033270491,Mutagenicity,0,256,2,2
0.8551724137931035,Wqfxo,0,0.001,0.426631657,0.785849684643031,Mutagenicity,0,256,2,2
0.8367816091954023,noWmn,0,0.001,0.426631657,0.23326404901016298,Mutagenicity,0,256,2,2
0.8344827586206897,fqVer,0,0.001,0.426631657,0.5928195789952463,Mutagenicity,0,256,2,2
0.8298850574712644,sy5il,0,0.001,0.426631657,0.5319965858266062,Mutagenicity,0,256,2,2
0.8344827586206897,aFYyc,0,0.001,0.426631657,0.19499419039457105,Mutagenicity,0,256,2,2
0.832183908045977,wDdJS,0,0.001,0.426631657,0.3771494950357295,Mutagenicity,0,256,2,2
0.8390804597701149,KXWhX,0,0.001,0.426631657,0.6571371113434169,Mutagenicity,0,256,2,2
0.8551724137931035,uUgCd,0,0.001,0.426631657,0.9102706152475281,Mutagenicity,0,256,2,2
0.8367816091954023,Kmykv,0,0.001,0.426631657,0.4964216062465524,Mutagenicity,0,256,2,2
0.8344827586206897,ehWZb,0,0.001,0.426631657,0.8855962188680759,Mutagenicity,0,256,2,2
0.8367816091954023,iSAGM,0,0.001,0.426631657,0.25941005042719767,Mutagenicity,0,256,2,2
0.8505747126436781,GIIj7,0,0.001,0.426631657,0.5152468424587745,Mutagenicity,0,256,2,2
0.8482758620689655,I3HrK,0,0.001,0.426631657,0.49248445900741733,Mutagenicity,0,256,2,2
0.8344827586206897,m00LU,0,0.001,0.426631657,0.10119391141935581,Mutagenicity,0,256,2,2
0.8436781609195402,h5Spn,0,0.001,0.426631657,0.5648555217177187,Mutagenicity,0,256,2,2
0.8505747126436781,ME5OT,0,0.001,0.426631657,0.579857619231473,Mutagenicity,0,256,2,2
0.832183908045977,x9lwr,0,0.001,0.426631657,0.811274170471761,Mutagenicity,0,256,2,2
0.8413793103448276,CvTOh,0,0.001,0.426631657,0.19376200045680225,Mutagenicity,0,256,2,2
0.8298850574712644,V2Gcb,0,0.001,0.426631657,0.21990279665525658,Mutagenicity,0,256,2,2
0.832183908045977,dIq2e,0,0.001,0.426631657,0.9890175951659893,Mutagenicity,0,256,2,2
0.8505747126436781,EiiPH,0,0.001,0.426631657,0.37389052003341405,Mutagenicity,0,256,2,2
0.8344827586206897,Ewmx6,0,0.001,0.426631657,0.7544719014693673,Mutagenicity,0,256,2,2
0.8436781609195402,QP5Fq,0,0.001,0.426631657,0.709790565938324,Mutagenicity,0,256,2,2
0.8482758620689655,EzGx4,0,0.001,0.426631657,0.9713829158571795,Mutagenicity,0,256,2,2
0.8298850574712644,vMke7,0,0.001,0.426631657,0.6530285224553488,Mutagenicity,0,256,2,2
0.8482758620689655,CGtzo,0,0.001,0.426631657,0.6267119251032792,Mutagenicity,0,256,2,2
0.8344827586206897,EIShV,0,0.001,0.426631657,0.8139531384548249,Mutagenicity,0,256,2,2
0.8436781609195402,crZwt,0,0.001,0.426631657,0.9970812742966635,Mutagenicity,0,256,2,2
0.8344827586206897,ujUY1,0,0.001,0.426631657,0.43392893929099685,Mutagenicity,0,256,2,2
0.8482758620689655,Ostu5,0,0.001,0.426631657,0.2746385680116066,Mutagenicity,0,256,2,2
0.8459770114942529,Nd0oF,0,0.001,0.426631657,0.47794026653168353,Mutagenicity,0,256,2,2
0.8275862068965517,eEjql,0,0.001,0.426631657,0.32667871630084316,Mutagenicity,0,256,2,2
0.8344827586206897,cGDok,0,0.001,0.426631657,0.7836764433169048,Mutagenicity,0,256,2,2
0.8390804597701149,zczqF,0,0.001,0.426631657,0.7596734073446908,Mutagenicity,0,256,2,2
0.8505747126436781,H2hf8,0,0.001,0.426631657,0.7593795010776977,Mutagenicity,0,256,2,2
0.8436781609195402,F0DOt,0,0.001,0.426631657,0.7639048225423121,Mutagenicity,0,256,2,2
0.8390804597701149,WiLNy,0,0.001,0.426631657,0.9926893438829504,Mutagenicity,0,256,2,2
0.8620689655172413,kygS5,0,0.001,0.426631657,0.8459829680409772,Mutagenicity,0,256,2,2
0.8367816091954023,kk8XA,0,0.001,0.426631657,0.8372739308242974,Mutagenicity,0,256,2,2
0.8298850574712644,oVgkX,0,0.001,0.426631657,0.821327692116558,Mutagenicity,0,256,2,2
0.825287356321839,NC0NF,0,0.001,0.426631657,0.835439791079004,Mutagenicity,0,256,2,2
0.8551724137931035,OXfRy,0,0.001,0.426631657,0.8356296681940725,Mutagenicity,0,256,2,2
0.8459770114942529,dmOIO,0,0.001,0.426631657,0.8242106593072194,Mutagenicity,0,256,2,2
0.8528735632183908,X4Y48,0,0.001,0.426631657,0.8949707328016292,Mutagenicity,0,256,2,2
0.8298850574712644,yVqTc,0,0.001,0.426631657,0.8687803469675929,Mutagenicity,0,256,2,2
